psraid,sample,int_date,lang,comp,version,form,qs1,live1,q1a,q1b,q1c,q1d,q1e,q1f,q1g,q1h,q1i,q2a,q2b,q2c,q2d,q2e,q3a,q3b,q3c,q3d,q3e,q3f,eminuse,intmob,home3nw,bbhome1,bbhome2,device1a,smart1,smart2,snsint2,device1b,device1c,device1d,devicehha,devicehhb,devicehhc,devicehhd,q4a,q4b,q4c,q4d,q4e,q4f,q4g,q5,q6a,q6b,q6c,q6d,q6e,q6f,q6g,q6h,q7a,q7b,q7c,q7d,q8,q9,q10a,q10b,q10c,q10d,q10e,q10f,q10g,libusea,libuseb,libusec,libmob,q11a,q11b,q11c,q11d,q11e,q11f,q11g,q11h,reg,oftvote,sex,age,marital,par,kidage1,educ2,emplnw,disa,hisp,race3m1,race3m2,race3m3,race3m4,birth_hisp,inc,party,partyln,ideo,hh1,hh3,ql1a,qc1,fips,usr,cregion,state,density,weight,standwt
100197,1,93016,1,1,1,1, ,2,4,2,3,2,4,2,3,2,2,1,2,1,3,3,1,1,1,1,1,1,1,1,1,2, ,1,1, ,2,1,1,1,1,1,2,3,2,2,2,1,1,1,3,2,1, ,3,1,3,2,1,3,3,1,3,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,77,5,2, ,8,3,2,2,1, , , , ,6,2, ,4,1, , , ,9009,S,1,9,4,1,.351716704152007
100201,1,93016,1,1,1,2, ,3,2,2,2,2,3,2,2,4,2,2,2,2,3,2,1,1,1,1,1,1,2,1,2, , ,1, ,2,2,2,2,2,4,3,2,6,3,2, ,2,2,3,2,2,4, ,3,4,3,3,3,4,3,3,2,3,1,3,1,1,1,1,1,1,1,2,3,3, ,1,1,1,1,2,1,1,1,1,2,1,67,4,2, ,3,3,1,2,2, , , , ,3,2, ,4,5,1, , ,34031,S,1,34,5,2.88235294117647,1.01377167667343
100207,1,93016,1,1,1,2, ,3,2,1,2,2,2,2,3,4,2,4,3,1,3,4,1,1,1,1,1,2,1,2,1,2, ,1, ,1,1,2,1,1,2,1,2,0,3,1,8,1,2,3,1,2,4,2,2,2,4,2,1,2,1,3,3,1,1,2,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,2,1,2,1,1,1,2,64,1,1,0,4,3,1,2,1, , , , ,7,1, ,2,3,2, , ,45035,S,3,45,2,2.94117647058824,1.03446089456473
100210,1,93016,1,1,1,1, ,3,3,4,2,3,1,2,2,2,2,4,1,1,4,4,2,1,1,1,1,2,1,1,1,3, ,1,1, ,1,2,2,1,2,2,2,1,2,2,4,1,2,1,2,1,2,3,2,2,2,2,1,2,1,3,3,1,1,3,1,2,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,8,1,1,4,2,35,1,1,1,4,4,1,2,1, , , , ,4,3,8,5,5,2, , ,37091,R,3,37,1,4.61764705882353,1.62410360446662
100214,1,110416,1,1,1,1, ,2,9,9,9,2,9,2,4,4,3,1,9,1,4,1,2,1,2,1,9,2,2,2, , , ,1,2, , ,2,2,2,0,0,1,0,4,2, ,4,2,4,2, ,2, ,1,2,2,4,3,3,1,1,3,1,2,3,1,1,1,1,1,2,1,2,3,3, ,2,2,2,2,2,2,2,2,1,2,1,69,1,2, ,3,3,2,2,1, , , , ,99,3,9,9,2,2, , ,31055,S,2,31,4,2.94117647058824,1.03446089456473
100218,1,93016,1,1,1,1, ,3,1,1,2,3,2,2,3,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,2, ,1,1, ,2,2,2,1,1,1,0,0,1,1,3,3,4,3,3,1,2, ,1,3,2,4,2,3,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,3, ,1,1,1,2,2,1,2,1,1,1,1,88,5,2, ,4,3,2,2,1, , , , ,2,2, ,2,1, , , ,18051,R,2,18,1,1.32352941176471,.465507402554127
100220,1,103016,1,1,1,1, ,4,1,2,2,1,1,1,2,2,2,3,2,1,3,4,1,1,1,1,1,2,1,1,1,2, ,1,1, ,1,2,1,1,1,2,1,98,2,2,3,3,3,3,2,2,2,2,1,4,2,2,1,2,2,2,3,2,2,3,1,1,1,1,1,1,1,2,3,3, ,1,2,2,1,2,1,2,1,1,1,2,67,1,2, ,6,3,2,2,1, , , , ,4,2, ,3,2,2, , ,28113,R,3,28,1,1,.351716704152007
100223,1,93016,1,1,1,2, ,1,2,1,4,2,2,2,1,2,1,4,2,1,3,3,2,1,1,1,1,1,1,1,1,2, ,1, ,1,1,2,1,1,2,2,2,2,1,2,1,1,4,4,1,1,1,2,2,1,1,2,2,2,1,2,3,2,1,2,1,1,1,1,1,1,1,2,3,3, ,1,1,1,1,1,1,1,1,1,2,2,50,1,1,0,8,1,2,2,1, , , , ,8,3,2,4,3,2, , ,48029,U,3,48,4,2.23529411764706,.786190279869192
100226,1,100716,1,1,1,2, ,2,2,4,4,2,1,4,4,4,4,4,1,1,4,2,2,2,2,1,1,1,1,1,1,2, ,2, , ,2,2,1,1,1,1,1,0,4,4,3, ,4,4,4,1,2, ,2,1,2,4,1,4,4,1,4,1,2,4,1,1,1,1,1,1,2,1,3,3, ,1,2,2,2,2,1,2,1,1,1,2,99,5,2, ,6,3,2,2,1, , , , ,6,3,9,9,1, , , ,19163,U,2,19,3,1.91176470588235,.672399581467072
100230,1,100116,1,1,1,2, ,3,1,1,1,1,1,2,1,2,1,4,2,2,2,4,2,1,1,1,1,1,1,1,1,2, ,1, ,1,1,2,1,1,3,3,2,1,1,1,1,1,1,1,1,1,3,3,1,2,2,2,2,2,1,3,2,1,1,3,1,2,1,1,1,1,2,2,2,3, ,1,1,1,1,1,1,1,1,3, ,2,45,1,2, ,8,1,2,2,1, , , , ,9,3,2,3,2,2, , ,12033,S,3,12,3,1.94117647058824,.682744190412719
100231,1,100416,1,1,1,1, ,2,3,3,2,3,3,2,3,2,3,3,8,1,3,3,2,1,1,1,1,1,2,2, , , ,1,2, , ,2,2,2,3,0,0,98,3,2, ,4,3,4,3, ,2, ,2,4,2,3,1,2,2,1,4,2,1,2,1,1,1,1,1,1,1,2,3,3, ,8,2,2,2,2,2,8,1,1,2,2,80,1,2, ,8,3,2,2,1, , , , ,98,1, ,3,2,2, , ,13151,S,3,13,3,1,.351716704152007
100234,1,93016,1,1,1,1, ,1,1,1,1,1,1,1,1,1,2,4,2,2,4,4,1,1,1,1,1,1,1,1,1,2, ,1,1, ,1,1,1,1,2,2,3,0,2,2,3,1,2,2,2,2,1,3,2,1,1,2,1,2,1,4,2,2,2,2,1,2,1,1,1,2,2,1,3,3, ,1,2,2,1,2,1,2,1,1,2,2,53,1,1,0,6,5,2,2,1, , , , ,7,2, ,5,3,2, , ,36047,U,1,36,5,1.67647058823529,.589642709901894
100245,1,110416,1,1,1,2, ,3,1,1,1,3,2,1,1,3,1,3,1,1,3,4,2,1,1,1,1,1,1,2,1,8, ,2, , ,2,2,2,1,0,0,1,0,4,4,4, ,3,4,1,1,2, ,2,1,4,3,2,1,3,3,4,3,1,4,1,1,1,2,1,1,2,3,3,8, ,1,2,2,2,2,1,2,1,1,1,1,90,5,2, ,8,3,2,2,1, , , , ,99,1, ,1,1, , , ,37183,U,3,37,4,2.70588235294118,.951704022999548
100260,1,93016,1,1,1,2, ,3,3,2,2,2,1,1,2,2,3,4,8,3,2,4,1,1,1,2,1,1,2,2, , , ,2, , , ,2,2,2,98,0,0,0,4,2, , ,2,4,4, ,2, ,2,4,4,4,2,4,4,1,1,1,1,4,1,1,1,1,2,1,1,1,3,3, ,8,2,1,2,2,1,1,1,1,2,2,94,5,2, ,1,3,2,2,1, , , , ,3,3,8,3,1, , , ,12057,U,3,12,4,5.79411764705882,2.03788796229251
100266,1,102116,1,1,1,1, ,2,1,1,2,2,1,1,2,1,1,3,3,1,4,2,1,1,1,1,2,1,1,1,1,2, ,1,1, ,2,2,1,1,3,2,2,0,1,1,3,1,1,1,1,2,1, ,2,1,1,2,2,2,1,1,4,2,1,3,2,2,1,1,1,1,1,1,2,1, ,1,2,2,1,2,1,1,1,1,1,2,74,1,2, ,6,2,2,2,1, , , , ,99,2, ,3,4,3, , ,12086,S,3,12,4,1.02941176470588,.362061313097654
100270,1,93016,1,1,1,2, ,4,2,1,2,1,1,1,1,1,1,3,2,1,4,3,2,1,1,1,1,1,1,1,1,2, ,1, ,1,1,2,2,1,2,0,1,0,4,2,1,1,2,3,2,1,2,4,2,2,2,2,2,2,1,2,4,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,60,1,2, ,8,1,2,1,1, , , ,3,7,3,2,5,4,4, , ,50027,R,1,50,1,1.17647058823529,.413784357825891
100280,1,93016,1,1,1,1, ,2,1,1,1,1,1,2,1,2,3,4,3,1,3,3,2,1,1,1,1,1,1,1,1,2, ,1,1, ,1,2,1,1,3,3,3,1,3,1,1,4,3,1,2,1,4,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,3,3, ,1,1,1,1,2,1,2,1,1,1,2,41,1,1,0,6,1,2,2,1, , , , ,99,1, ,1,4,2, , ,1073,S,3,1,3,1.94117647058824,.682744190412719
100281,1,93016,1,1,1,1, ,2,2,1,2,1,1,1,2,1,2,3,2,1,3,3,2,1,1,1,1,1,1,1,1,2, ,1,1, ,2,2,1,1,2,2,2,0,1,2,1,1,1,2,2,1,2, ,2,1,3,2,2,2,1,1,4,1,1,3,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,49,1,2, ,6,2,2,2,1, , , , ,9,2, ,3,2,2, , ,17093,S,2,17,3,1.52941176470588,.537919665173658
100283,1,93016,1,1,1,1, ,1,1,4,2,1,1,1,4,4,4,2,1,1,4,4,2,1,2,1,1,2,1,2,1,8, ,2, , ,2,2,2,1,1,0,1,0,1,1,1, ,1,1,1,2,1, ,1,1,1,4,1,2,4,1,3,1,1,4,1,2,1,2,1,1,1,2,2,3, ,1,1,1,1,1,1,2,1,1,3,2,51,3,2, ,8,1,1,2,2, , , , ,4,2, ,2,2,2,1, ,29510,U,2,29,5,4.26470588235294,1.49996829711885
100284,1,100116,1,1,1,1, ,2,2,1,4,2,1,1,1,2,1,2,3,2,4,2,2,1,1,1,1,1,1,1,1,2, ,1,1, ,2,1,1,2,2,1,1,0,2,1,1,4,1,2,1,2,2, ,2,2,2,2,2,3,2,3,3,2,2,1,2,2,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,2,1,1,1,2,63,1,2, ,6,2,2,2,1, , , , ,99,3,2,4,2,2, , ,24027,S,3,24,4,1.20588235294118,.424128966771538
100285,1,93016,1,1,1,2, ,3,2,1,1,4,2,1,2,4,1,1,3,1,1,2,1,1,1,1,1,1,2,2, , , ,2, , , ,2,2,2,0,0,0,0,4,2, , ,4,4,2, ,2, ,1,2,3,4,1,1,4,1,4,4,2,4,1,1,1,1,1,1,2,2,3,3, ,1,1,1,8,1,2,1,1,2, ,2,65,5,2, ,99,4,1,2,1, , , , ,1,3,1,1,1, , , ,5089,R,3,5,1,1.97058823529412,.693088799358367
100286,1,93016,1,1,1,1, ,3,2,1,1,2,2,1,1,3,4,3,2,2,1,4,1,1,1,1,1,2,2,2, , , ,1,2, , ,2,2,2,0,0,0,0,3,1, ,4,1,3,4, ,2, ,1,1,2,2,1,4,1,1,4,2,2,3,1,1,1,1,1,1,2,1,3,3, ,1,1,1,2,1,1,8,1,1,1,2,82,5,2, ,4,3,1,2,1, , , , ,2,2, ,4,1, , , ,55069,R,2,55,1,1.41176470588235,.496541229391069
100289,1,93016,1,1,1,1, ,2,1,1,1,1,2,2,1,3,2,1,3,1,4,3,1,1,1,1,1,1,1,1,1,2, ,1,2, ,2,1,1,1,1,2,1,1,3,2,8,3,3,3,3,1,2, ,2,2,2,2,2,2,2,1,4,1,1,4,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,61,1,2, ,5,3,2,2,1, , , , ,8,3,1,2,2,2, , ,8059,S,4,8,3,1.97058823529412,.693088799358367
100300,1,93016,1,1,1,1, ,3,1,1,1,1,1,1,1,1,1,3,1,1,4,4,2,1,1,1,2,1,1,1,2, , ,1,2, ,1,1,1,1,0,0,0,0,2,4, ,1,1,2,1,1,4,4,3,2,2,4,4,2,1,1,4,1,1,4,2,2,2,2,1,1,1,1,3,3, ,1,2,2,2,2,2,2,2,1,1,2,52,1,2, ,8,1,2,2,1, , , , ,2,3,8,3,5,5, , ,12033,U,3,12,3,1.73529411764706,.610331927793188
100315,1,93016,1,1,1,1, ,1,2,1,2,1,1,1,1,1,1,1,1,1,8,4,1,1,1,1,1,2,2,2, , , ,2, , , ,2,2,2,0,1,0,0,2,1, , ,1,1,1, ,2, ,2,1,4,4,2,2,1,4,2,1,9,2,1,1,1,1,1,1,2,3,3,3, ,1,2,2,2,1,2,2,1,1,4,2,39,3,1,0,2,6,2,2,1, , , , ,1,1, ,8,2,1,2, ,27003,S,2,27,3,5.79411764705882,2.03788796229251
100318,1,100816,1,1,1,2, ,3,2,1,4,2,1,1,2,2,2,3,1,1,3,3,2,1,1,1,1,1,1,1,1,2, ,1, ,1,1,1,1,2,1,2,0,0,2,2,2,3,2,4,2,1,1,3,2,2,2,2,2,2,1,2,4,1,1,4,1,1,1,1,1,1,2,3,3,3, ,2,2,2,2,2,2,2,2,3, ,2,57,3,2, ,3,4,2,2,1, , , , ,1,3,1,2,1, , , ,1133,R,3,1,1,2.88235294117647,1.01377167667343
100326,1,100516,1,1,1,2, ,4,3,4,3,4,3,3,3,3,3,3,3,2,3,3,2,1,1,1,1,2,1,1,1,2, ,1, ,1,1,1,1,1,2,2,4,0,3,3,3,3,4,3,4,1,3,4,2,2,3,2,3,4,2,2,3,1,1,3,1,1,1,1,1,1,2,2,2,3, ,1,2,2,1,2,1,2,1,1,2,2,56,2,2, ,4,3,1,2,1, , , , ,7,2, ,2,2,2, , ,22105,S,3,22,2,2.94117647058824,1.03446089456473
100332,1,93016,1,1,1,2, ,2,4,2,4,4,4,4,3,2,4,4,2,2,2,4,2,1,1,1,2,1,2,2, , , ,1, ,2, ,1,1,1,2,4,5,0,4,4, ,4,3,2,4, ,2, ,2,2,4,4,1,4,4,1,4,3,1,2,1,1,1,1,1,1,2,1,3,3, ,1,1,1,2,2,1,2,1,1,1,1,70,1,1,0,4,3,2,2,5, , , , ,7,2, ,8,5,4, , ,9003,S,1,9,4,4.20588235294118,1.47927907922756
100333,1,93016,1,1,1,1, ,1,2,4,2,2,2,4,2,2,4,4,1,1,4,2,2,1,1,1,1,1,1,1,1,2, ,1,1, ,1,2,2,1,4,3,6,1,1,2,1,1,2,2,2,1,3,2,1,2,2,4,2,2,2,1,4,3,1,3,2,1,1,1,1,1,2,1,1,3,1,1,2,2,1,2,1,2,1,3, ,1,18,6,2, ,3,4,2,2,1, , , , ,7,3,1,3,5,5, , ,26065,U,2,26,3,3.47058823529412,1.22066385558638
100336,1,93016,1,1,1,2, ,4,1,1,2,2,1,1,2,3,1,2,1,1,2,2,1,1,2,1,1,1,2,2, , , ,1, ,2, ,2,2,2,0,0,0,0,4,2, ,4,4,3,4, ,2, ,2,4,3,2,2,2,1,3,2,1,2,2,1,1,1,1,1,2,1,3,3,3, ,2,2,2,2,2,2,2,2,1,2,2,86,1,2, ,3,3,2,2,1, , , , ,5,1, ,3,2,2, , ,12119,S,3,12,2,2.41176470588235,.848257933543076
100339,1,93016,1,1,1,2, ,4,4,2,4,2,4,2,4,2,2,4,1,1,1,1,2,1,1,2,1,1,2,2, , , ,1, ,2, ,2,2,2,0,0,0,0,4,3, ,4,4,4,4, ,4, ,2,4,2,4,2,4,4,4,4,4,1,4,1,1,1,2,2,1,2,3,3,3, ,1,1,1,1,1,1,1,1,1,2,2,68,5,2, ,3,3,2,2,1, , , , ,98,9,9,3,1, , , ,47021,S,3,47,2,1.73529411764706,.610331927793188
100342,1,103016,1,1,1,1, ,3,1,1,2,2,1,1,1,1,2,4,2,1,4,2,2,1,1,1,1,1,1,1,1,2, ,1,1, ,1,2,1,1,2,2,1,1,2,2,2,1,2,1,1,1,2,2,2,1,2,2,1,2,1,1,4,4,1,2,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,4,1,35,1,1,1,3,1,2,1,2, , , ,1,2,2, ,4,5,2, , ,12009,U,3,12,3,2.58823529411765,.910325587216959
100343,1,93016,1,1,1,1, ,4,3,1,3,2,3,3,1,2,1,1,3,1,2,1,2,1,1,1,1,1,1,2,1,2, ,1,1, ,1,2,2,1,2,1,1,0,2,1,4,4,2,4,2,2,3,3,2,1,3,4,1,3,3,1,4,1,1,3,2,2,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,2,1,1,1,1,66,1,2, ,3,1,2,2,1, , , , ,7,3,1,2,2,2, , ,53067,U,4,53,3,2.94117647058824,1.03446089456473
100346,1,93016,1,1,1,2, ,2,3,2,2,3,1,2,1,4,4,4,1,1,4,4,2,2,1,1,1,1,1,1,1,2, ,1, ,1,2,1,1,1,2,1,1,0,1,4,2,8,1,1,2,1,2, ,4,1,2,2,2,4,2,1,4,1,1,3,1,1,1,1,1,1,2,1,1,3,2,1,2,1,1,1,1,2,1,1,1,1,59,1,2, ,5,1,2,2,2, , , , ,6,2, ,3,2,2, , ,45035,S,3,45,2,2.67647058823529,.941359414053901
100347,1,100516,1,1,1,1, ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2, , , ,2, , , ,2,2,2,0,0,0,0,4,4, , ,4,4,4, ,4, ,4,4,4,4,4,4,4,4,4,4,9,4,2,2,2,2,2,2,2,3,3,3, ,2,2,2,2,2,2,2,2,1,3,2,81,5,2, ,3,3,2,2,1, , , , ,98,2, ,2,1, , , ,6089,S,4,6,1,5.79411764705882,2.03788796229251
100362,1,93016,1,1,1,2, ,2,2,2,4,2,2,2,4,2,2,4,2,2,4,4,1,1,1,1,1,2,1,1,1,2, ,1, ,1,2,2,2,1,3,2,3,1,4,2,1,2,4,4,4,2,2, ,2,1,2,2,2,2,2,2,3,1,2,2,1,1,1,1,1,1,2,3,1,3,1,1,2,2,1,2,2,2,1,1,2,2,54,1,1,0,6,4,2,2,1, , , , ,9,3,2,3,3,2, , ,27053,S,2,27,5,2.32352941176471,.817224106706134
100367,1,93016,1,1,1,1, ,4,1,1,4,9,1,9,1,9,1,4,1,1,4,4,2,1,1,1,9,1,1,1,1,3, ,1,1, ,1,2,1,1,4,1,4,6,1,1,9,1,2,4,9,1,2,3,2,1,2,2,1,9,1,1,3,1,1,4,9,2,1,1,1,1,2,2,2,2, ,1,1,1,1,1,1,8,1,1,2,1,61,1,2, ,7,99,9,2,9, , , , ,8,3,2,3,2,2, , ,15001,R,4,15,1,1.08823529411765,.382750530988949
100372,1,100516,1,1,1,1, ,3,4,2,4,2,4,2,4,3,2,4,1,1,3,3,1,1,1,1,1,1,1,1,1,2, ,1,2, ,2,2,1,1,0,1,0,0,1,3,1,1,3,3,2,1,1, ,2,1,2,2,1,2,1,1,3,1,1,3,1,2,1,1,1,1,2,2,3,3, ,1,1,1,2,1,1,2,1,1,2,2,63,1,2, ,6,4,2,2,3, , , , ,98,4,2,3,2,2, , ,6015,U,4,6,1,2.29411764705882,.806879497760487
100374,1,93016,1,1,1,1, ,3,4,2,4,4,4,2,4,4,4,4,4,1,4,2,2,1,2,1,1,1,2,2, , , ,1,8, , ,2,2,2,2,0,0,0,1,4, ,4,1,4,1, ,4, ,3,4,1,4,3,4,3,2,3,4,1,2,1,1,1,1,1,1,1,2,3,3, ,2,1,1,2,1,1,2,1,1,5,1,62,3,2, ,6,6,1,2,5, , , , ,2,1, ,2,2,2, , ,6089,U,4,6,1,2.14705882352941,.75515645303225
100375,1,100516,1,1,1,2, ,4,4,1,1,4,4,4,4,4,4,4,4,1,3,4,2,1,2,1,2,2,2,2, , , ,2, , , ,2,2,2,0,0,0,0,4,4, , ,4,4,4, ,4, ,4,4,4,4,4,4,4,2,4,1,8,4,1,2,1,2,2,2,2,3,3,3, ,2,2,2,2,2,2,2,2,1,1,1,78,5,2, ,3,3,2,2,3, , , , ,98,3,2,2,1, , , ,15001,R,4,15,1,5.79411764705882,2.03788796229251
100377,1,93016,1,1,1,2, ,3,2,1,3,9,1,1,4,1,4,4,1,1,1,4,2,1,1,2,1,1,2,2, , , ,2, , , ,2,2,2,0,0,0,0,4,1, , ,1,1,4, ,2, ,2,1,4,4,1,1,2,3,3,1,2,2,1,1,1,1,1,8,2,2,3,3, ,1,1,1,1,2,1,1,1,3, ,2,77,5,2, ,2,3,1,2,3, , , , ,1,3,8,8,1, , , ,15007,R,4,15,2,5.79411764705882,2.03788796229251
100378,1,93016,1,1,1,2, ,1,2,1,2,2,3,2,1,1,1,4,3,2,4,2,2,1,1,1,1,1,1,1,1,2, ,1, ,1,1,2,1,1,2,1,4,0,3,2,2,1,3,3,2,1,2,3,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,1,1,1,2,2,2,3, ,1,2,2,1,1,1,2,1,1,2,1,55,1,2, ,4,1,2,2,1, , , , ,8,2, ,4,2,2, , ,6037,U,4,6,5,2.85294117647059,1.00342706772778
100387,1,100116,1,1,1,1, ,3,1,2,4,2,2,2,2,2,3,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2, ,1,1, ,1,2,1,1,3,2,2,1,1,2,1,2,4,4,1,2,2,2,2,4,2,2,2,2,1,2,2,3,2,2,1,1,1,2,1,2,2,3,1,3,2,2,2,2,2,2,2,2,2,3, ,1,60,1,2, ,3,1,2,2,1,2, , , ,8,4,1,2,2,2, , ,34027,S,1,34,4,4.11764705882353,1.44824525239062
100389,1,100116,1,1,1,1, ,3,2,1,2,1,1,1,1,2,1,1,1,1,8,4,2,1,1,2,1,2,1,1,1,2, ,1,2, ,2,2,2,2,0,1,0,0,1,1,1,8,1,1,3,2,1, ,1,1,1,8,1,1,1,2,8,3,2,2,2,1,1,1,1,1,2,1,2,3, ,1,1,1,1,1,1,1,1,3, ,2,60,5,2, ,3,98,2,2,1, , , , ,3,8,8,8,1, , , ,42065,R,1,42,1,2.02941176470588,.713778017249661
100392,1,100116,1,1,1,1, ,4,4,2,1,4,2,2,4,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,1,2,2,1,0,0,1,0,2,2,2,2,2,2,3,2,2,4,1,1,2,2,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,3,3,3, ,1,2,2,1,2,2,2,1,3, ,2,40,1,1,0,2,4,2,2,1, , , , ,1,3,8,1,4,2, , ,42129,S,1,42,3,4.76470588235294,1.67582664919486
100397,1,100116,1,1,1,2, ,3,3,3,2,2,2,2,3,2,3,3,2,1,3,3,1,1,1,2,1,1,1,2,1,2, ,1, ,2,1,1,2,1,0,0,1,0,1,1,2,4,4,4,2,1,2,2,2,1,2,2,1,2,3,1,3,3,2,3,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2, ,2,54,6,2, ,6,1,2,2,1, , , , ,4,1, ,2,2,2, , ,21117,S,3,21,4,2.23529411764706,.786190279869192
100404,1,100116,1,1,1,2, ,1,1,1,4,2,1,1,3,2,1,2,4,1,2,2,1,1,1,1,1,2,1,1,1,2, ,1, ,1,2,2,2,1,2,2,1,2,4,3,4,4,2,4,2,1,2, ,1,1,3,2,3,3,1,1,4,1,2,2,1,1,1,1,1,1,2,3,3,3, ,2,2,2,2,2,2,2,2,1,1,2,38,1,1,1,8,1,2,2,2, , , , ,8,2, ,2,3,2, , ,36047,U,1,36,5,3.41176470588235,1.19997463769508
100412,1,100116,1,1,1,1, ,4,2,1,2,1,1,1,1,2,2,2,3,1,4,4,1,1,1,2,1,2,1,2,1,1,1,1,2, ,2,2,2,1,1,0,1,0,2,1,1,2,1,2,2,1,3, ,1,1,2,3,3,3,2,1,4,2,1,3,1,1,1,1,1,1,1,2,3,2, ,1,2,1,1,1,1,2,1,1,1,2,75,1,2, ,4,3,1,2,1,2,5, , ,3,1, ,2,3,3, , ,47025,R,3,47,1,3.20588235294118,1.12756237507555
100413,1,100216,1,1,1,1, ,4,1,1,1,1,1,1,2,2,1,4,2,1,1,2,1,1,2,1,1,1,1,1,1,2, ,1,1, ,1,2,1,1,4,2,1,0,4,2,2,1,4,4,4,1,4,4,4,4,4,4,4,4,1,2,2,1,1,2,1,1,2,2,1,1,2,2,3,3, ,2,2,2,2,2,2,2,2,1,1,1,52,1,2, ,3,1,2,2,1, , , , ,9,1, ,3,1, , , ,18087,R,2,18,1,3,1.05515011245602
100422,1,100116,1,1,1,2, ,1,1,1,2,1,2,2,1,2,1,3,2,2,4,4,2,1,1,1,1,1,1,1,1,2, ,1, ,1,2,1,1,1,1,2,1,2,1,1,1,1,2,4,1,2,1, ,1,1,1,1,1,3,3,1,4,1,1,3,1,1,1,1,1,1,2,2,3,3, ,1,2,2,2,2,1,1,1,1,2,2,60,5,2, ,7,4,2,2,1, , , , ,6,2, ,3,1, , , ,37025,S,3,37,3,1.20588235294118,.424128966771538
100430,1,100116,1,1,1,2, ,3,2,1,1,2,2,2,2,2,1,4,1,1,4,4,2,1,1,1,1,1,1,1,1,2, ,1, ,1,1,2,1,1,1,1,1,0,2,2,3,2,2,3,2,2,2,2,1,1,2,3,4,4,2,1,3,3,1,3,1,1,1,2,1,1,2,1,3,3, ,1,1,1,1,1,1,2,1,1,1,1,51,3,1,0,6,1,2,2,1, , , , ,99,2, ,5,1, , , ,34025,S,1,34,4,1.61764705882353,.5689534920106
100433,1,100516,1,1,1,2, ,1,2,2,4,2,2,1,1,2,4,4,4,1,4,4,2,1,2,1,1,2,1,1,1,2, ,1, ,1,1,2,1,1,2,2,1,0,1,2,1,2,1,2,2,2,2,4,2,1,2,2,2,1,4,1,2,2,1,4,2,1,2,1,2,1,2,1,3,3, ,1,1,2,2,1,1,2,1,1,1,2,53,6,2, ,4,1,2,1,1, , , ,3,5,1, ,2,3,3, , ,12086,U,3,12,4,3.47058823529412,1.22066385558638
100447,1,100516,1,1,1,2, ,1,3,1,4,2,1,1,1,2,2,1,2,1,4,2,1,1,1,1,1,1,1,1,1,2, ,1, ,1,2,1,1,1,3,2,2,1,4,1,2,1,4,4,3,1,1, ,2,1,2,2,1,2,2,4,2,4,1,3,2,1,1,1,1,1,2,2,2,3, ,1,2,2,2,2,1,8,2,3, ,1,36,3,2, ,4,4,1,2,1, , , , ,1,4,1,3,3,3, , ,36081,U,1,36,5,5.79411764705882,2.03788796229251
100455,1,100116,1,1,1,1, ,3,2,3,3,2,1,1,2,2,2,2,4,1,1,2,2,1,1,1,1,1,1,1,1,2, ,1,1, ,1,2,1,1,3,3,1,0,1,3,1,1,1,1,1,1,1,3,3,1,3,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,2,1,1,3,1,1,2,2,1,2,2,2,1,3, ,2,40,1,1,0,6,1,2,9,9, , , , ,99,4,8,1,3,2, , ,26087,S,2,26,2,1.97058823529412,.693088799358367
100458,1,100216,1,1,1,2, ,4,4,4,4,4,2,9,4,4,4,4,4,9,3,4,2,1,1,2,1,1,2,2, , , ,1, ,1, ,2,2,2,1,1,0,0,4,4, ,4,4,4,4, ,4, ,2,4,2,4,2,2,4,4,2,2,8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,36,1,1,0,5,2,1,2,1, , , , ,1,1, ,2,6,4, , ,31179,R,2,31,1,4.29411764705882,1.5103129060645
