"","source","target","Edge Weight"
"5068","slouch2geneva","MahlonMitchell",1
"5069","superbranch","slouch2geneva",1
"5070","CoffeeBean26","slouch2geneva",1
"5071","Cog_Dis","slouch2geneva",1
"5072","TheDailyEdge","slouch2geneva",1
"5073","MaryErpenbach","slouch2geneva",1
"5074","news3jessica","slouch2geneva",1
"5075","HansonHeidi","slouch2geneva",1
"5076","gjzielinski","slouch2geneva",1
"5077","Steffi5461","slouch2geneva",1
"5078","opticaldensity","slouch2geneva",1
"5079","WIProud","slouch2geneva",1
"5080","RafalcaRomney","AmyTidd",1
"5081","WeRWisconsin","AmyTidd",1
"5082","LiberallyJan","AmyTidd",1
"5083","LtlRedX","AmyTidd",1
"5084","stefsstuff","AmyTidd",1
"5085","bluecheddar1","AmyTidd",1
"5086","justgrateful","AmyTidd",1
"5087","DefeatVos","AmyTidd",1
"5088","LCranston1939","AmyTidd",1
"5089","ak2sandiego","AmyTidd",1
"5090","wininmad","AmyTidd",1
"5091","TheDailyEdge","AmyTidd",1
"5092","peterflom","AmyTidd",1
"5093","AmyTidd","bluecheddar1",1
"5094","AmyTidd","legaleagle",1
"5095","AmyTidd","DefendWisconsin",1
"5096","AmyTidd","WIProud",1
"5097","AmyTidd","V1ct0rCR0cc0",1
"5098","AmyTidd","superbranch",1
"5099","AmyTidd","LCranston1939",1
"5100","AmyTidd","WeRWisconsin",1
"5101","AmyTidd","JLownLaw",1
"5102","AmyTidd","wisaflcio",1
"5103","AmyTidd","ak2sandiego",1
"5104","AmyTidd","peterflom",1
"5105","AmyTidd","wininmad",1
"5106","AmyTidd","HnstyNgov",1
"5107","AmyTidd","LtlRedX",1
"5108","AmyTidd","Twitlertwit",1
"5109","AmyTidd","robzerban",1
"5110","AmyTidd","DefeatVos",1
"5111","AmyTidd","Maggyw519",1
"5112","AmyTidd","BrettaApplebaum",1
"5113","EdwardFBerger","AmyTidd",1
"5114","RogerLemire","AmyTidd",1
"5115","JLownLaw","AmyTidd",1
"5116","V1ct0rCR0cc0","AmyTidd",1
"5117","WIProud","AmyTidd",1
"5118","GomerWHoward","TheTrollRoller",1
"5119","SpudLovr","TheTrollRoller",1
"5120","DefeatVos","TheTrollRoller",1
"5121","TheTrollRoller","brooksbayne",1
"5122","TheTrollRoller","ECmadtown",1
"5123","TheTrollRoller","SpudLovr",1
"5124","TheTrollRoller","DefeatVos",1
"5125","TheTrollRoller","polymath22",1
"5126","TheTrollRoller","unkybunky",1
"5127","TheTrollRoller","VibeVal",1
"5128","TheTrollRoller","PolitiScoop",1
"5129","TheTrollRoller","GomerWHoward",1
"5130","TheTrollRoller","opticaldensity",1
"5131","TheTrollRoller","jimwitkins",1
"5132","CoffeeBean26","TheTrollRoller",1
"5133","Cog_Dis","TheTrollRoller",1
"5134","unkybunky","TheTrollRoller",1
"5135","polymath22","TheTrollRoller",1
"5136","MaryErpenbach","TheTrollRoller",1
"5137","VibeVal","TheTrollRoller",1
"5138","rossacrosswi","TheTrollRoller",1
"5139","HansonHeidi","TheTrollRoller",1
"5140","ECmadtown","TheTrollRoller",1
"5141","opticaldensity","TheTrollRoller",1
"5142","WIProud","TheTrollRoller",1
"5143","bluecheddar1","urbanlad",1
"5144","SpudLovr","urbanlad",1
"5145","DefeatVos","urbanlad",1
"5146","LCranston1939","urbanlad",1
"5147","shivabeach","urbanlad",1
"5148","urbanlad","Salon",1
"5149","urbanlad","EdVeracity",1
"5150","urbanlad","shivabeach",1
"5151","urbanlad","litterof6",1
"5152","urbanlad","bluecheddar1",1
"5153","urbanlad","SpudLovr",1
"5154","urbanlad","DefeatVos",1
"5155","urbanlad","RayBeckerman",1
"5156","urbanlad","WIProud",1
"5157","urbanlad","GiniCoefficien1",1
"5158","urbanlad","LCranston1939",1
"5159","urbanlad","ecclesias",1
"5160","urbanlad","mayread3",1
"5161","urbanlad","EdwardFBerger",1
"5162","mayread3","urbanlad",1
"5163","GiniCoefficien1","urbanlad",1
"5164","WIProud","urbanlad",1
"5165","janetbwd","ctaylsaurus",1
"5166","Muxywithmoxie","ctaylsaurus",1
"5167","bluecheddar1","ctaylsaurus",1
"5168","MadPolitics","ctaylsaurus",1
"5169","Cog_Dis","ctaylsaurus",1
"5170","legaleagle","ctaylsaurus",1
"5171","cccix","ctaylsaurus",1
"5172","bxknits","ctaylsaurus",1
"5173","ctaylsaurus","DefendWisconsin",1
"5174","ctaylsaurus","news3jessica",1
"5175","ctaylsaurus","Wisco",1
"5176","ctaylsaurus","MadPolitics",1
"5177","ctaylsaurus","bluecheddar1",1
"5178","ctaylsaurus","robzerban",1
"5179","ctaylsaurus","Cog_Dis",1
"5180","ctaylsaurus","MahlonMitchell",1
"5181","ctaylsaurus","legaleagle",1
"5182","ctaylsaurus","bxknits",1
"5183","ctaylsaurus","WIProud",1
"5184","ctaylsaurus","Muxywithmoxie",1
"5185","ctaylsaurus","gjzielinski",1
"5186","news3jessica","ctaylsaurus",1
"5187","gjzielinski","ctaylsaurus",1
"5188","WIProud","ctaylsaurus",1
"5189","Muxywithmoxie","kdbenish",1
"5190","bluecheddar1","kdbenish",1
"5191","MadPolitics","kdbenish",1
"5192","MahlonMitchell","kdbenish",1
"5193","DefeatVos","kdbenish",1
"5194","wi_defender","kdbenish",1
"5195","wisaflcio","kdbenish",1
"5196","Cog_Dis","kdbenish",1
"5197","legaleagle","kdbenish",1
"5198","polymath22","kdbenish",1
"5199","saragoldrickrab","kdbenish",1
"5200","rossacrosswi","kdbenish",1
"5201","news3jessica","kdbenish",1
"5202","PolitiScoop","kdbenish",1
"5203","kdbenish","DefendWisconsin",1
"5204","kdbenish","Cog_Dis",1
"5205","kdbenish","MahlonMitchell",1
"5206","kdbenish","bluecheddar1",1
"5207","kdbenish","MadPolitics",1
"5208","kdbenish","news3jessica",1
"5209","kdbenish","WeRWisconsin",1
"5210","kdbenish","rossacrosswi",1
"5211","kdbenish","saragoldrickrab",1
"5212","kdbenish","Muxywithmoxie",1
"5213","kdbenish","UnitedWisconsin",1
"5214","kdbenish","superbranch",1
"5215","kdbenish","PolitiScoop",1
"5216","kdbenish","gjzielinski",1
"5217","kdbenish","WIProud",1
"5218","kdbenish","AndrewKroll",1
"5219","kdbenish","legaleagle",1
"5220","kdbenish","Cops4Labor",1
"5221","kdbenish","davecatanese",1
"5222","kdbenish","AmyKremer",1
"5223","WIProud","kdbenish",1
"5224","Progress2day","nedmiller",1
"5225","WeRWisconsin","nedmiller",1
"5226","bluecheddar1","nedmiller",1
"5227","SpudLovr","nedmiller",1
"5228","nedmiller","TheDailyEdge",1
"5229","nedmiller","DefendWisconsin",1
"5230","nedmiller","sjzep",1
"5231","nedmiller","AndrewKroll",1
"5232","nedmiller","SpudLovr",1
"5233","nedmiller","bluecheddar1",1
"5234","nedmiller","CoffeeBean26",1
"5235","nedmiller","wi_defender",1
"5236","nedmiller","ECmadtown",1
"5237","nedmiller","gjzielinski",1
"5238","nedmiller","DefeatVos",1
"5239","nedmiller","Progress2day",1
"5240","nedmiller","WIProud",1
"5241","nedmiller","FrauMorris",1
"5242","nedmiller","GomerWHoward",1
"5243","nedmiller","jimwitkins",1
"5244","nedmiller","jenhull",1
"5245","nedmiller","unkybunky",1
"5246","nedmiller","opticaldensity",1
"5247","nedmiller","Cog_Dis",1
"5248","nedmiller","polymath22",1
"5249","nedmiller","DrGlenBarry",1
"5250","nedmiller","WeRWisconsin",1
"5251","DefeatVos","nedmiller",1
"5252","superbranch","nedmiller",1
"5253","wisaflcio","nedmiller",1
"5254","CoffeeBean26","nedmiller",1
"5255","Cog_Dis","nedmiller",1
"5256","TheDailyEdge","nedmiller",1
"5257","unkybunky","nedmiller",1
"5258","polymath22","nedmiller",1
"5259","GiniCoefficien1","nedmiller",1
"5260","opticaldensity","nedmiller",1
"5261","WIProud","nedmiller",1
"5262","oopsieee","cccix",1
"5263","Our4thEstate","cccix",1
"5264","LtlRedX","cccix",1
"5265","Muxywithmoxie","cccix",1
"5266","bluecheddar1","cccix",1
"5267","JAMSRIDE","cccix",1
"5268","shivabeach","cccix",1
"5269","wisaflcio","cccix",1
"5270","ToConservatives","cccix",1
"5271","Cog_Dis","cccix",1
"5272","TheDailyEdge","cccix",1
"5273","lynx55","cccix",1
"5274","mdrfl","cccix",1
"5275","art2u2","cccix",1
"5276","polymath22","cccix",1
"5277","peterflom","cccix",1
"5278","cccix","Muxywithmoxie",1
"5279","cccix","banditelli",1
"5280","cccix","TheDailyEdge",1
"5281","cccix","bluecheddar1",1
"5282","cccix","Salon",1
"5283","cccix","oopsieee",1
"5284","cccix","txmattie",1
"5285","cccix","Cog_Dis",1
"5286","cccix","art2u2",1
"5287","cccix","AndrewKroll",1
"5288","cccix","Valerie0714",1
"5289","cccix","LtlRedX",1
"5290","cccix","JAMSRIDE",1
"5291","cccix","lynx55",1
"5292","cccix","adbridgeforth",1
"5293","cccix","MsNatTurner",1
"5294","cccix","Maggyw519",1
"5295","cccix","Twitlertwit",1
"5296","cccix","WIProud",1
"5297","cccix","HiJCP",1
"5298","cccix","DefendWisconsin",1
"5299","cccix","peterflom",1
"5300","cccix","Our4thEstate",1
"5301","cccix","RayBeckerman",1
"5302","RayBeckerman","cccix",1
"5303","Twitlertwit","cccix",1
"5304","PeggyStuart","cccix",1
"5305","HiJCP","cccix",1
"5306","WIProud","cccix",1
"5307","Progress2day","OLBLightBrigade",1
"5308","bluecheddar1","OLBLightBrigade",1
"5309","SpudLovr","OLBLightBrigade",1
"5310","AmyKremer","OLBLightBrigade",1
"5311","DefeatVos","OLBLightBrigade",1
"5312","superbranch","OLBLightBrigade",1
"5313","wisaflcio","OLBLightBrigade",1
"5314","wininmad","OLBLightBrigade",1
"5315","AFSCME1942","OLBLightBrigade",1
"5316","OLBLightBrigade","DefendWisconsin",1
"5317","OLBLightBrigade","bluecheddar1",1
"5318","OLBLightBrigade","wisaflcio",1
"5319","OLBLightBrigade","superbranch",1
"5320","OLBLightBrigade","Progress2day",1
"5321","polymath22","OLBLightBrigade",1
"5322","bxknits","OLBLightBrigade",1
"5323","DefendWisconsin","OLBLightBrigade",1
"5324","hershinmad","OLBLightBrigade",1
"5325","WIProud","OLBLightBrigade",1
"5326","SpiritOfMadison","LiberateTheUSA",1
"5327","CarterFliptMe","LiberateTheUSA",1
"5328","wijim500","LiberateTheUSA",1
"5329","AmyKremer","LiberateTheUSA",1
"5330","Valyssss","LiberateTheUSA",1
"5331","TheFlaCracker","LiberateTheUSA",1
"5332","LiberateTheUSA","SpiritOfMadison",1
"5333","LiberateTheUSA","CarterFliptMe",1
"5334","LiberateTheUSA","wishladya",1
"5335","LiberateTheUSA","DaleHolt8",1
"5336","LiberateTheUSA","AmyKremer",1
"5337","LiberateTheUSA","BadgerNative",1
"5338","LiberateTheUSA","TheFlaCracker",1
"5339","LiberateTheUSA","wijim500",1
"5340","wishladya","LiberateTheUSA",1
"5341","DaleHolt8","LiberateTheUSA",1
"5342","CarterFliptMe","freegalt",1
"5343","freegalt","prwatch",1
"5344","freegalt","CarterFliptMe",1
"5345","freegalt","NathanHale1775",1
"5346","NathanHale1775","freegalt",1
"5347","biggator5","TheFlaCracker",1
"5348","biggator5","Jarjarbug",1
"5349","biggator5","BadgerNative",1
"5350","biggator5","Twin66",1
"5351","biggator5","BobEwoldt",1
"5352","biggator5","NathanHale1775",1
"5353","BobEwoldt","biggator5",1
"5354","TheFlaCracker","biggator5",1
"5355","BadgerNative","biggator5",1
"5356","NathanHale1775","biggator5",1
"5357","dsreynolds49","Twin66",1
"5358","dsreynolds49","NathanHale1775",1
"5359","Twin66","dsreynolds49",1
"5360","NathanHale1775","dsreynolds49",1
"5361","SpiritOfMadison","Mayortommm",1
"5362","Revenant0101","Mayortommm",1
"5363","Mayortommm","TheFlaCracker",1
"5364","Mayortommm","BadgerNative",1
"5365","Mayortommm","SpiritOfMadison",1
"5366","Mayortommm","Revenant0101",1
"5367","Mayortommm","NathanHale1775",1
"5368","Mayortommm","MadBadgerMom",1
"5369","Mayortommm","OFA_TT",1
"5370","Mayortommm","BobEwoldt",1
"5371","BobEwoldt","Mayortommm",1
"5372","TheFlaCracker","Mayortommm",1
"5373","BadgerNative","Mayortommm",1
"5374","MadBadgerMom","Mayortommm",1
"5375","OFA_TT","Mayortommm",1
"5376","NathanHale1775","Mayortommm",1
"5377","CarterFliptMe","reshas",1
"5378","wijim500","reshas",1
"5379","reshas","NathanHale1775",1
"5380","reshas","CarterFliptMe",1
"5381","reshas","OFA_TT",1
"5382","reshas","Valyssss",1
"5383","reshas","1_Eagle",1
"5384","reshas","RedAlert",1
"5385","reshas","wijim500",1
"5386","Valyssss","reshas",1
"5387","OFA_TT","reshas",1
"5388","NathanHale1775","reshas",1
"5389","CarterFliptMe","wishladya",1
"5390","AmyKremer","wishladya",1
"5391","birrdytalk","wishladya",1
"5392","wishladya","NathanHale1775",1
"5393","wishladya","AmyKremer",1
"5394","wishladya","birrdytalk",1
"5395","wishladya","BadgerNative",1
"5396","wishladya","TheFlaCracker",1
"5397","wishladya","Jarjarbug",1
"5398","NathanHale1775","wishladya",1
"5399","Revenant0101","OFA_TT",1
"5400","wijim500","OFA_TT",1
"5401","TheFlaCracker","OFA_TT",1
"5402","OFA_TT","NathanHale1775",1
"5403","OFA_TT","brooksbayne",1
"5404","OFA_TT","TheFlaCracker",1
"5405","OFA_TT","wijim500",1
"5406","NathanHale1775","OFA_TT",1
"5407","N9ZF","DaleHolt8",1
"5408","DaleHolt8","NathanHale1775",1
"5409","DaleHolt8","N9ZF",1
"5410","DaleHolt8","RedAlert",1
"5411","NathanHale1775","DaleHolt8",1
"5412","CarterFliptMe","Valyssss",1
"5413","MCNETHJ","Valyssss",1
"5414","Valyssss","TheFlaCracker",1
"5415","Valyssss","NathanHale1775",1
"5416","Valyssss","MCNETHJ",1
"5417","Valyssss","BadgerNative",1
"5418","Valyssss","CarterFliptMe",1
"5419","Valyssss","Jarjarbug",1
"5420","Valyssss","dianekennedy",1
"5421","TheFlaCracker","Valyssss",1
"5422","NathanHale1775","Valyssss",1
"5423","BrownDeerRepub","keithh1981",1
"5424","CarterFliptMe","keithh1981",1
"5425","wijim500","keithh1981",1
"5426","TaxedTooMuch2","keithh1981",1
"5427","MCNETHJ","keithh1981",1
"5428","UniqueName099","keithh1981",1
"5429","keithh1981","1_Eagle",1
"5430","keithh1981","CarterFliptMe",1
"5431","keithh1981","KevinACroswhite",1
"5432","keithh1981","UniqueName099",1
"5433","keithh1981","matthewhurtt",1
"5434","keithh1981","MCNETHJ",1
"5435","keithh1981","BrownDeerRepub",1
"5436","keithh1981","NathanHale1775",1
"5437","keithh1981","TaxedTooMuch2",1
"5438","NathanHale1775","keithh1981",1
"5439","BrownDeerRepub","TJSWIFT",1
"5440","CarterFliptMe","TJSWIFT",1
"5441","WeRWisconsin","TJSWIFT",1
"5442","wijim500","TJSWIFT",1
"5443","TJSWIFT","wijim500",1
"5444","TJSWIFT","MCNETHJ",1
"5445","TJSWIFT","NathanHale1775",1
"5446","MCNETHJ","TJSWIFT",1
"5447","Machinetoolsale","TJSWIFT",1
"5448","MadBadgerMom","TJSWIFT",1
"5449","NathanHale1775","TJSWIFT",1
"5450","BrownDeerRepub","TaxedTooMuch2",1
"5451","CarterFliptMe","TaxedTooMuch2",1
"5452","wijim500","TaxedTooMuch2",1
"5453","TaxedTooMuch2","wijim500",1
"5454","TaxedTooMuch2","dikSjoberg",1
"5455","TaxedTooMuch2","Machinetoolsale",1
"5456","TaxedTooMuch2","gjzielinski",1
"5457","TaxedTooMuch2","brooksbayne",1
"5458","TaxedTooMuch2","BrownDeerRepub",1
"5459","TaxedTooMuch2","MadBadgerMom",1
"5460","TaxedTooMuch2","MCNETHJ",1
"5461","TaxedTooMuch2","CarterFliptMe",1
"5462","TaxedTooMuch2","John_Monahan",1
"5463","TaxedTooMuch2","NathanHale1775",1
"5464","TaxedTooMuch2","AmyKremer",1
"5465","TaxedTooMuch2","dianekennedy",1
"5466","TaxedTooMuch2","BadgerNative",1
"5467","TaxedTooMuch2","rodgers_jeff",1
"5468","AmyKremer","TaxedTooMuch2",1
"5469","MCNETHJ","TaxedTooMuch2",1
"5470","John_Monahan","TaxedTooMuch2",1
"5471","Machinetoolsale","TaxedTooMuch2",1
"5472","brooksbayne","TaxedTooMuch2",1
"5473","dikSjoberg","TaxedTooMuch2",1
"5474","MadBadgerMom","TaxedTooMuch2",1
"5475","NathanHale1775","TaxedTooMuch2",1
"5476","BrownDeerRepub","Machinetoolsale",1
"5477","CarterFliptMe","Machinetoolsale",1
"5478","wijim500","Machinetoolsale",1
"5479","AmyKremer","Machinetoolsale",1
"5480","MCNETHJ","Machinetoolsale",1
"5481","Machinetoolsale","BrownDeerRepub",1
"5482","Machinetoolsale","wijim500",1
"5483","Machinetoolsale","dikSjoberg",1
"5484","Machinetoolsale","MCNETHJ",1
"5485","Machinetoolsale","CarterFliptMe",1
"5486","Machinetoolsale","NathanHale1775",1
"5487","Machinetoolsale","davecatanese",1
"5488","Machinetoolsale","UniqueName099",1
"5489","dikSjoberg","Machinetoolsale",1
"5490","NathanHale1775","Machinetoolsale",1
"5491","bluecheddar1","BlueberryT1",1
"5492","AlwaysThinkHow","BlueberryT1",1
"5493","HnstyNgov","BlueberryT1",1
"5494","TheDailyEdge","BlueberryT1",1
"5495","BlueberryT1","HnstyNgov",1
"5496","BlueberryT1","TksABunchJohn",1
"5497","BlueberryT1","Twitlertwit",1
"5498","BlueberryT1","kerrymackin",1
"5499","TksABunchJohn","BlueberryT1",1
"5500","Twitlertwit","BlueberryT1",1
"5501","PeggyStuart","BlueberryT1",1
"5502","Voter99percent","BlueberryT1",1
"5503","kerrymackin","BlueberryT1",1
"5504","TheDailyEdge","kerrymackin",1
"5505","Twitlertwit","kerrymackin",1
"5506","Jane_WI","MaxwellJohnLove",1
"5507","bluecheddar1","MaxwellJohnLove",1
"5508","MadPolitics","MaxwellJohnLove",1
"5509","superbranch","MaxwellJohnLove",1
"5510","gnuman1979","MaxwellJohnLove",1
"5511","unkybunky","MaxwellJohnLove",1
"5512","MaxwellJohnLove","saragoldrickrab",1
"5513","MaxwellJohnLove","Jane_WI",1
"5514","MaxwellJohnLove","w0ng",1
"5515","MaxwellJohnLove","bluecheddar1",1
"5516","MaxwellJohnLove","DefendWisconsin",1
"5517","MaxwellJohnLove","GrantWP3",1
"5518","MaxwellJohnLove","sjzep",1
"5519","MaxwellJohnLove","superbranch",1
"5520","MaxwellJohnLove","litterof6",1
"5521","MaxwellJohnLove","prwatch",1
"5522","DefendWisconsin","MaxwellJohnLove",1
"5523","sjzep","MaxwellJohnLove",1
"5524","saragoldrickrab","MaxwellJohnLove",1
"5525","prwatch","MaxwellJohnLove",1
"5526","hershinmad","MaxwellJohnLove",1
"5527","opticaldensity","MaxwellJohnLove",1
"5528","WIProud","MaxwellJohnLove",1
"5529","w0ng","MaxwellJohnLove",1
"5530","w0ng","robzerban",1
"5531","w0ng","WeRWisconsin",1
"5532","janetbwd","saragoldrickrab",1
"5533","Jane_WI","saragoldrickrab",1
"5534","WeRWisconsin","saragoldrickrab",1
"5535","bluecheddar1","saragoldrickrab",1
"5536","SpudLovr","saragoldrickrab",1
"5537","MadPolitics","saragoldrickrab",1
"5538","DefeatVos","saragoldrickrab",1
"5539","wi_defender","saragoldrickrab",1
"5540","gnuman1979","saragoldrickrab",1
"5541","cyn3matic","saragoldrickrab",1
"5542","CoffeeBean26","saragoldrickrab",1
"5543","Cog_Dis","saragoldrickrab",1
"5544","yiawda","saragoldrickrab",1
"5545","unkybunky","saragoldrickrab",1
"5546","legaleagle","saragoldrickrab",1
"5547","litterof6","saragoldrickrab",1
"5548","polymath22","saragoldrickrab",1
"5549","MaryErpenbach","saragoldrickrab",1
"5550","bxknits","saragoldrickrab",1
"5551","DefendWisconsin","saragoldrickrab",1
"5552","sjzep","saragoldrickrab",1
"5553","saragoldrickrab","MadPolitics",1
"5554","saragoldrickrab","litterof6",1
"5555","saragoldrickrab","Jane_WI",1
"5556","saragoldrickrab","GrantWP3",1
"5557","saragoldrickrab","bluecheddar1",1
"5558","saragoldrickrab","sjzep",1
"5559","saragoldrickrab","legaleagle",1
"5560","saragoldrickrab","Cog_Dis",1
"5561","saragoldrickrab","AndrewKroll",1
"5562","saragoldrickrab","DefeatVos",1
"5563","saragoldrickrab","Steffi5461",1
"5564","saragoldrickrab","ECmadtown",1
"5565","saragoldrickrab","DefendWisconsin",1
"5566","saragoldrickrab","cyn3matic",1
"5567","saragoldrickrab","WIProud",1
"5568","saragoldrickrab","MaryErpenbach",1
"5569","saragoldrickrab","wi_defender",1
"5570","saragoldrickrab","bxknits",1
"5571","saragoldrickrab","rossacrosswi",1
"5572","saragoldrickrab","news3jessica",1
"5573","rossacrosswi","saragoldrickrab",1
"5574","ECmadtown","saragoldrickrab",1
"5575","Steffi5461","saragoldrickrab",1
"5576","opticaldensity","saragoldrickrab",1
"5577","WIProud","saragoldrickrab",1
"5578","GrantWP3","saragoldrickrab",1
"5579","jimwitkins","MadPolitics",1
"5580","janetbwd","MadPolitics",1
"5581","oopsieee","MadPolitics",1
"5582","2NewEarth","MadPolitics",1
"5583","Progress2day","MadPolitics",1
"5584","Jane_WI","MadPolitics",1
"5585","WeRWisconsin","MadPolitics",1
"5586","Muxywithmoxie","MadPolitics",1
"5587","bluecheddar1","MadPolitics",1
"5588","SpudLovr","MadPolitics",1
"5589","smileyseany","MadPolitics",1
"5590","Morning_West","MadPolitics",1
"5591","MadPolitics","news3jessica",1
"5592","MadPolitics","jimwitkins",1
"5593","MadPolitics","jenhull",1
"5594","MadPolitics","cjliebmann",1
"5595","MadPolitics","bluecheddar1",1
"5596","MadPolitics","UniqueName099",1
"5597","MadPolitics","Cog_Dis",1
"5598","MadPolitics","gjzielinski",1
"5599","MadPolitics","Wisco",1
"5600","MadPolitics","Valerie0714",1
"5601","MadPolitics","adjordan",1
"5602","MadPolitics","oopsieee",1
"5603","MadPolitics","TheFlaCracker",1
"5604","MadPolitics","TksABunchJohn",1
"5605","MadPolitics","Muxywithmoxie",1
"5606","MadPolitics","wininmad",1
"5607","MadPolitics","SpudLovr",1
"5608","MadPolitics","unkybunky",1
"5609","MadPolitics","polymath22",1
"5610","MadPolitics","superbranch",1
"5611","MadPolitics","Morning_West",1
"5612","MadPolitics","VibeVal",1
"5613","MadPolitics","DefendWisconsin",1
"5614","MadPolitics","MaryErpenbach",1
"5615","MadPolitics","WIProud",1
"5616","MadPolitics","opticaldensity",1
"5617","MadPolitics","GrantWP3",1
"5618","MadPolitics","TalkingUnion",1
"5619","MadPolitics","robzerban",1
"5620","MadPolitics","sjzep",1
"5621","MadPolitics","MahlonMitchell",1
"5622","MadPolitics","WeRWisconsin",1
"5623","MadPolitics","wisaflcio",1
"5624","MadPolitics","Steffi5461",1
"5625","MadPolitics","CoffeeBean26",1
"5626","MadPolitics","yiawda",1
"5627","MadPolitics","BadgerNative",1
"5628","MadPolitics","smileyseany",1
"5629","MadPolitics","AndrewKroll",1
"5630","MadPolitics","PolitiScoop",1
"5631","MadPolitics","restorereality",1
"5632","MadPolitics","rossacrosswi",1
"5633","MadPolitics","DefeatVos",1
"5634","MadPolitics","Progress2day",1
"5635","MadPolitics","hershinmad",1
"5636","MadPolitics","legaleagle",1
"5637","MadPolitics","GiniCoefficien1",1
"5638","MadPolitics","BobEwoldt",1
"5639","MadPolitics","UnitedWisconsin",1
"5640","MadPolitics","2NewEarth",1
"5641","MadPolitics","Jane_WI",1
"5642","MadPolitics","ECmadtown",1
"5643","MadPolitics","John_Monahan",1
"5644","MadPolitics","AmyKremer",1
"5645","MadPolitics","AstroSHayden",1
"5646","MadPolitics","AFSCME1942",1
"5647","AmyKremer","MadPolitics",1
"5648","MahlonMitchell","MadPolitics",1
"5649","DefeatVos","MadPolitics",1
"5650","jenhull","MadPolitics",1
"5651","superbranch","MadPolitics",1
"5652","wisaflcio","MadPolitics",1
"5653","adjordan","MadPolitics",1
"5654","wininmad","MadPolitics",1
"5655","CoffeeBean26","MadPolitics",1
"5656","Cog_Dis","MadPolitics",1
"5657","lynx55","MadPolitics",1
"5658","yiawda","MadPolitics",1
"5659","John_Monahan","MadPolitics",1
"5660","AFSCME1942","MadPolitics",1
"5661","unkybunky","MadPolitics",1
"5662","BobEwoldt","MadPolitics",1
"5663","polymath22","MadPolitics",1
"5664","UniqueName099","MadPolitics",1
"5665","TksABunchJohn","MadPolitics",1
"5666","robzerban","MadPolitics",1
"5667","MaryErpenbach","MadPolitics",1
"5668","TheFlaCracker","MadPolitics",1
"5669","DefendWisconsin","MadPolitics",1
"5670","restorereality","MadPolitics",1
"5671","VibeVal","MadPolitics",1
"5672","sjzep","MadPolitics",1
"5673","djB_MonEy","MadPolitics",1
"5674","cjliebmann","MadPolitics",1
"5675","rossacrosswi","MadPolitics",1
"5676","GiniCoefficien1","MadPolitics",1
"5677","news3jessica","MadPolitics",1
"5678","TalkingUnion","MadPolitics",1
"5679","Wisco","MadPolitics",1
"5680","gjzielinski","MadPolitics",1
"5681","ECmadtown","MadPolitics",1
"5682","Steffi5461","MadPolitics",1
"5683","hershinmad","MadPolitics",1
"5684","opticaldensity","MadPolitics",1
"5685","WIProud","MadPolitics",1
"5686","GrantWP3","MadPolitics",1
"5687","janetbwd","sjzep",1
"5688","GomerWHoward","sjzep",1
"5689","Progress2day","sjzep",1
"5690","Jane_WI","sjzep",1
"5691","WeRWisconsin","sjzep",1
"5692","Muxywithmoxie","sjzep",1
"5693","bluecheddar1","sjzep",1
"5694","SpudLovr","sjzep",1
"5695","smileyseany","sjzep",1
"5696","Morning_West","sjzep",1
"5697","MahlonMitchell","sjzep",1
"5698","DefeatVos","sjzep",1
"5699","wi_defender","sjzep",1
"5700","superbranch","sjzep",1
"5701","LCranston1939","sjzep",1
"5702","gnuman1979","sjzep",1
"5703","CoffeeBean26","sjzep",1
"5704","Cog_Dis","sjzep",1
"5705","lynx55","sjzep",1
"5706","yiawda","sjzep",1
"5707","unkybunky","sjzep",1
"5708","FrauMorris","sjzep",1
"5709","legaleagle","sjzep",1
"5710","banditelli","sjzep",1
"5711","litterof6","sjzep",1
"5712","Maggyw519","sjzep",1
"5713","polymath22","sjzep",1
"5714","RayBeckerman","sjzep",1
"5715","MaryErpenbach","sjzep",1
"5716","bxknits","sjzep",1
"5717","DefendWisconsin","sjzep",1
"5718","VibeVal","sjzep",1
"5719","sjzep","WIProud",1
"5720","sjzep","legaleagle",1
"5721","sjzep","MaryErpenbach",1
"5722","sjzep","wisaflcio",1
"5723","sjzep","ECmadtown",1
"5724","sjzep","SpudLovr",1
"5725","sjzep","Steffi5461",1
"5726","sjzep","superbranch",1
"5727","sjzep","Cog_Dis",1
"5728","sjzep","WeRWisconsin",1
"5729","sjzep","wi_defender",1
"5730","sjzep","opticaldensity",1
"5731","sjzep","news3jessica",1
"5732","sjzep","DefendWisconsin",1
"5733","sjzep","bluecheddar1",1
"5734","sjzep","prwatch",1
"5735","sjzep","hershinmad",1
"5736","sjzep","bxknits",1
"5737","sjzep","litterof6",1
"5738","sjzep","unkybunky",1
"5739","sjzep","robzerban",1
"5740","sjzep","Progress2day",1
"5741","sjzep","GrantWP3",1
"5742","sjzep","MahlonMitchell",1
"5743","sjzep","FrauMorris",1
"5744","sjzep","jimwitkins",1
"5745","sjzep","wininmad",1
"5746","sjzep","AndrewKroll",1
"5747","sjzep","LCranston1939",1
"5748","sjzep","banditelli",1
"5749","sjzep","gnuman1979",1
"5750","sjzep","polymath22",1
"5751","sjzep","gjzielinski",1
"5752","sjzep","UnitedWisconsin",1
"5753","sjzep","VibeVal",1
"5754","sjzep","Muxywithmoxie",1
"5755","sjzep","yiawda",1
