"","source","target","Edge Weight"
"2833","Our4thEstate","Notjustjazz",1
"2834","asoldiersvoice","Notjustjazz",1
"2835","KurtzLR","Notjustjazz",1
"2836","LiberallyJan","Notjustjazz",1
"2837","stefsstuff","Notjustjazz",1
"2838","CaseyJAldridge","Notjustjazz",1
"2839","theonlyadult","Notjustjazz",1
"2840","DefeatVos","Notjustjazz",1
"2841","LCranston1939","Notjustjazz",1
"2842","walymury","Notjustjazz",1
"2843","shivabeach","Notjustjazz",1
"2844","ak2sandiego","Notjustjazz",1
"2845","AngryBlackLady","Notjustjazz",1
"2846","Rivercitidan","Notjustjazz",1
"2847","DirkZ1","Notjustjazz",1
"2848","TheDailyEdge","Notjustjazz",1
"2849","yiawda","Notjustjazz",1
"2850","Maggyw519","Notjustjazz",1
"2851","Americassoul","Notjustjazz",1
"2852","scyeatts","Notjustjazz",1
"2853","PeggyStuart","Notjustjazz",1
"2854","cialfdl_wi","Notjustjazz",1
"2855","Voter99percent","Notjustjazz",1
"2856","Notjustjazz","theonlyadult",1
"2857","Notjustjazz","sherijr",1
"2858","Notjustjazz","scyeatts",1
"2859","Notjustjazz","Maggyw519",1
"2860","Notjustjazz","LCranston1939",1
"2861","Notjustjazz","missLtoe",1
"2862","Notjustjazz","DirkZ1",1
"2863","Notjustjazz","Our4thEstate",1
"2864","Notjustjazz","AngryBlackLady",1
"2865","Notjustjazz","stefsstuff",1
"2866","Notjustjazz","shivabeach",1
"2867","Notjustjazz","juppiecat1",1
"2868","Notjustjazz","peterflom",1
"2869","Notjustjazz","TheDailyEdge",1
"2870","Notjustjazz","PeggyStuart",1
"2871","Notjustjazz","Voter99percent",1
"2872","Notjustjazz","walymury",1
"2873","Notjustjazz","AmericaCanadian",1
"2874","juppiecat1","Notjustjazz",1
"2875","missLtoe","Notjustjazz",1
"2876","sherijr","Notjustjazz",1
"2877","AmericaCanadian","Notjustjazz",1
"2878","ecclesias","AlisaJass",1
"2879","RafalcaRomney","AlisaJass",1
"2880","Our4thEstate","AlisaJass",1
"2881","asoldiersvoice","AlisaJass",1
"2882","WeRWisconsin","AlisaJass",1
"2883","LiberallyJan","AlisaJass",1
"2884","LtlRedX","AlisaJass",1
"2885","stefsstuff","AlisaJass",1
"2886","politaire","AlisaJass",1
"2887","ak2sandiego","AlisaJass",1
"2888","ToConservatives","AlisaJass",1
"2889","AngryBlackLady","AlisaJass",1
"2890","gnuman1979","AlisaJass",1
"2891","TheDailyEdge","AlisaJass",1
"2892","yiawda","AlisaJass",1
"2893","mdrfl","AlisaJass",1
"2894","EdwardFBerger","AlisaJass",1
"2895","AlisaJass","TheDailyEdge",1
"2896","AlisaJass","AngryBlackLady",1
"2897","AlisaJass","Our4thEstate",1
"2898","AlisaJass","asoldiersvoice",1
"2899","AlisaJass","mdrfl",1
"2900","AlisaJass","The_Anti_Fox",1
"2901","AlisaJass","Maggyw519",1
"2902","AlisaJass","yiawda",1
"2903","AlisaJass","theonlyadult",1
"2904","AlisaJass","nescdem",1
"2905","AlisaJass","cccix",1
"2906","AlisaJass","LtlRedX",1
"2907","AlisaJass","gnuman1979",1
"2908","AlisaJass","scyeatts",1
"2909","AlisaJass","LiberallyJan",1
"2910","AlisaJass","ecclesias",1
"2911","AlisaJass","PeggyStuart",1
"2912","AlisaJass","JAMSRIDE",1
"2913","AlisaJass","ToConservatives",1
"2914","AlisaJass","TomAdler",1
"2915","AlisaJass","cantdance2it",1
"2916","AlisaJass","politaire",1
"2917","AlisaJass","stefsstuff",1
"2918","AlisaJass","Luminaria98",1
"2919","AlisaJass","AmericaCanadian",1
"2920","AlisaJass","EdwardFBerger",1
"2921","AlisaJass","HansonHeidi",1
"2922","AlisaJass","cialfdl_wi",1
"2923","scyeatts","AlisaJass",1
"2924","PeggyStuart","AlisaJass",1
"2925","HansonHeidi","AlisaJass",1
"2926","cialfdl_wi","AlisaJass",1
"2927","nescdem","AlisaJass",1
"2928","cantdance2it","AlisaJass",1
"2929","Luminaria98","AlisaJass",1
"2930","AmericaCanadian","AlisaJass",1
"2931","Our4thEstate","leftywitch",1
"2932","ak2sandiego","leftywitch",1
"2933","leftywitch","ak2sandiego",1
"2934","leftywitch","The_Anti_Fox",1
"2935","leftywitch","Valerie0714",1
"2936","leftywitch","Salon",1
"2937","leftywitch","AmericaCanadian",1
"2938","leftywitch","art2u2",1
"2939","leftywitch","Our4thEstate",1
"2940","leftywitch","AngryBlackLady",1
"2941","art2u2","leftywitch",1
"2942","AmericaCanadian","leftywitch",1
"2943","ToConservatives","AmericaCanadian",1
"2944","Jipso19","AmericaCanadian",1
"2945","TheDailyEdge","AmericaCanadian",1
"2946","Badlifestyle","AmericaCanadian",1
"2947","Maggyw519","AmericaCanadian",1
"2948","HateFree_Speech","AmericaCanadian",1
"2949","PeggyStuart","AmericaCanadian",1
"2950","Valerie0714","AmericaCanadian",1
"2951","activist360","AmericaCanadian",1
"2952","Luminaria98","AmericaCanadian",1
"2953","AmericaCanadian","TheDailyEdge",1
"2954","AmericaCanadian","Badlifestyle",1
"2955","AmericaCanadian","ToConservatives",1
"2956","AmericaCanadian","Luminaria98",1
"2957","AmericaCanadian","davecatanese",1
"2958","AmericaCanadian","Valerie0714",1
"2959","AmericaCanadian","AngryBlackLady",1
"2960","AmericaCanadian","HnstyNgov",1
"2961","AmericaCanadian","Maggyw519",1
"2962","AmericaCanadian","theonlyadult",1
"2963","AmericaCanadian","PeggyStuart",1
"2964","AmericaCanadian","activist360",1
"2965","AmericaCanadian","HateFree_Speech",1
"2966","AmericaCanadian","Jipso19",1
"2967","BrownDeerRepub","onejimharris",1
"2968","wijim500","onejimharris",1
"2969","onejimharris","MacIverWisc",1
"2970","onejimharris","BadgerNative",1
"2971","onejimharris","BrownDeerRepub",1
"2972","onejimharris","wishladya",1
"2973","BadgerNative","onejimharris",1
"2974","wishladya","onejimharris",1
"2975","jwigderson","RacineTEAParty",1
"2976","BrownDeerRepub","RacineTEAParty",1
"2977","danstrnad","RacineTEAParty",1
"2978","AmyKremer","RacineTEAParty",1
"2979","MCNETHJ","RacineTEAParty",1
"2980","John_Monahan","RacineTEAParty",1
"2981","votegun","RacineTEAParty",1
"2982","RacineTEAParty","UniqueName099",1
"2983","RacineTEAParty","MacIverWisc",1
"2984","RacineTEAParty","jwigderson",1
"2985","RacineTEAParty","brooksbayne",1
"2986","RacineTEAParty","tonykatz",1
"2987","RacineTEAParty","Cog_Dis",1
"2988","RacineTEAParty","LORAHALB",1
"2989","RacineTEAParty","karen32862",1
"2990","RacineTEAParty","votegun",1
"2991","RacineTEAParty","AmyKremer",1
"2992","RacineTEAParty","BadgerNative",1
"2993","RacineTEAParty","robzerban",1
"2994","RacineTEAParty","wishladya",1
"2995","RacineTEAParty","MCNETHJ",1
"2996","RacineTEAParty","MahlonMitchell",1
"2997","RacineTEAParty","John_Monahan",1
"2998","RacineTEAParty","madisonjobsx",1
"2999","RacineTEAParty","danstrnad",1
"3000","RacineTEAParty","gjzielinski",1
"3001","RacineTEAParty","keithh1981",1
"3002","RacineTEAParty","Machinetoolsale",1
"3003","tonykatz","RacineTEAParty",1
"3004","LORAHALB","RacineTEAParty",1
"3005","UniqueName099","RacineTEAParty",1
"3006","madisonjobsx","RacineTEAParty",1
"3007","keithh1981","RacineTEAParty",1
"3008","MacIverWisc","RacineTEAParty",1
"3009","karen32862","RacineTEAParty",1
"3010","wishladya","RacineTEAParty",1
"3011","CarterFliptMe","LORAHALB",1
"3012","AmyKremer","LORAHALB",1
"3013","MCNETHJ","LORAHALB",1
"3014","tonykatz","LORAHALB",1
"3015","LORAHALB","UniqueName099",1
"3016","LORAHALB","1_Eagle",1
"3017","LORAHALB","MCNETHJ",1
"3018","LORAHALB","tonykatz",1
"3019","LORAHALB","jwigderson",1
"3020","LORAHALB","BadgerNative",1
"3021","LORAHALB","RedAlert",1
"3022","LORAHALB","MacIverWisc",1
"3023","LORAHALB","keithh1981",1
"3024","LORAHALB","CarterFliptMe",1
"3025","LORAHALB","JohnJagler",1
"3026","UniqueName099","LORAHALB",1
"3027","1_Eagle","LORAHALB",1
"3028","keithh1981","LORAHALB",1
"3029","wishladya","LORAHALB",1
"3030","CarterFliptMe","magstertv",1
"3031","John_Monahan","magstertv",1
"3032","magstertv","John_Monahan",1
"3033","magstertv","wishladya",1
"3034","wishladya","magstertv",1
"3035","GomerWHoward","craigspaulding",1
"3036","leftnotright","craigspaulding",1
"3037","WeRWisconsin","craigspaulding",1
"3038","bluecheddar1","craigspaulding",1
"3039","SpudLovr","craigspaulding",1
"3040","MadPolitics","craigspaulding",1
"3041","nedmiller","craigspaulding",1
"3042","DefeatVos","craigspaulding",1
"3043","superbranch","craigspaulding",1
"3044","LCranston1939","craigspaulding",1
"3045","CoffeeBean26","craigspaulding",1
"3046","Cog_Dis","craigspaulding",1
"3047","babaoreilymike","craigspaulding",1
"3048","legaleagle","craigspaulding",1
"3049","craigspaulding","legaleagle",1
"3050","craigspaulding","news3jessica",1
"3051","craigspaulding","MaryErpenbach",1
"3052","craigspaulding","MadPolitics",1
"3053","craigspaulding","Cog_Dis",1
"3054","craigspaulding","Salon",1
"3055","craigspaulding","PolitiScoop",1
"3056","craigspaulding","superbranch",1
"3057","craigspaulding","UltraVerified",1
"3058","craigspaulding","AFTunion",1
"3059","craigspaulding","AndrewKroll",1
"3060","craigspaulding","gjzielinski",1
"3061","craigspaulding","wi_defender",1
"3062","craigspaulding","DefeatVos",1
"3063","craigspaulding","Badgitator",1
"3064","craigspaulding","WeRWisconsin",1
"3065","craigspaulding","cr8f",1
"3066","craigspaulding","hershinmad",1
"3067","craigspaulding","WIProud",1
"3068","craigspaulding","LCranston1939",1
"3069","craigspaulding","DefendWisconsin",1
"3070","craigspaulding","RayBeckerman",1
"3071","craigspaulding","MahlonMitchell",1
"3072","craigspaulding","opticaldensity",1
"3073","craigspaulding","leftnotright",1
"3074","craigspaulding","JLownLaw",1
"3075","craigspaulding","UnitedWisconsin",1
"3076","craigspaulding","wisaflcio",1
"3077","craigspaulding","bluecheddar1",1
"3078","craigspaulding","tiffanybrault",1
"3079","craigspaulding","55Bentley",1
"3080","craigspaulding","robzerban",1
"3081","craigspaulding","educator4WI",1
"3082","polymath22","craigspaulding",1
"3083","TksABunchJohn","craigspaulding",1
"3084","RayBeckerman","craigspaulding",1
"3085","MaryErpenbach","craigspaulding",1
"3086","DefendWisconsin","craigspaulding",1
"3087","55Bentley","craigspaulding",1
"3088","rossacrosswi","craigspaulding",1
"3089","PeggyStuart","craigspaulding",1
"3090","tiffanybrault","craigspaulding",1
"3091","JLownLaw","craigspaulding",1
"3092","isewquilts2","craigspaulding",1
"3093","jwigderson","JohnJagler",1
"3094","BrownDeerRepub","JohnJagler",1
"3095","CarterFliptMe","JohnJagler",1
"3096","WeRWisconsin","JohnJagler",1
"3097","katierosenberg","JohnJagler",1
"3098","MadPolitics","JohnJagler",1
"3099","MCNETHJ","JohnJagler",1
"3100","Cog_Dis","JohnJagler",1
"3101","JohnJagler","MacIverWisc",1
"3102","JohnJagler","news3jessica",1
"3103","JohnJagler","BadgerNative",1
"3104","JohnJagler","jwigderson",1
"3105","JohnJagler","MCNETHJ",1
"3106","JohnJagler","BenjaminSparks",1
"3107","MaryErpenbach","JohnJagler",1
"3108","madisonjobsx","JohnJagler",1
"3109","BadgerNative","JohnJagler",1
"3110","keithh1981","JohnJagler",1
"3111","MacIverWisc","JohnJagler",1
"3112","news3jessica","JohnJagler",1
"3113","RobinMarohn","JohnJagler",1
"3114","gjzielinski","JohnJagler",1
"3115","kdbenish","JohnJagler",1
"3116","tiffanybrault","JohnJagler",1
"3117","TODAYSTMJ4","JohnJagler",1
"3118","schechen93","JohnJagler",1
"3119","BrownDeerRepub","TODAYSTMJ4",1
"3120","WeRWisconsin","TODAYSTMJ4",1
"3121","bluecheddar1","TODAYSTMJ4",1
"3122","MadPolitics","TODAYSTMJ4",1
"3123","MahlonMitchell","TODAYSTMJ4",1
"3124","MCNETHJ","TODAYSTMJ4",1
"3125","Cog_Dis","TODAYSTMJ4",1
"3126","votegun","TODAYSTMJ4",1
"3127","madisonjobsx","TODAYSTMJ4",1
"3128","brooksbayne","TODAYSTMJ4",1
"3129","MacIverWisc","TODAYSTMJ4",1
"3130","news3jessica","TODAYSTMJ4",1
"3131","RobinMarohn","TODAYSTMJ4",1
"3132","gjzielinski","TODAYSTMJ4",1
"3133","kdbenish","TODAYSTMJ4",1
"3134","TODAYSTMJ4","news3jessica",1
"3135","TODAYSTMJ4","MacIverWisc",1
"3136","TODAYSTMJ4","jwigderson",1
"3137","TODAYSTMJ4","Cog_Dis",1
"3138","TODAYSTMJ4","brooksbayne",1
"3139","karen32862","TODAYSTMJ4",1
"3140","schechen93","TODAYSTMJ4",1
"3141","AstroSHayden","DontWalkeronME",1
"3142","Progress2day","DontWalkeronME",1
"3143","SpudLovr","DontWalkeronME",1
"3144","MadPolitics","DontWalkeronME",1
"3145","nedmiller","DontWalkeronME",1
"3146","DefeatVos","DontWalkeronME",1
"3147","wininmad","DontWalkeronME",1
"3148","Cog_Dis","DontWalkeronME",1
"3149","polymath22","DontWalkeronME",1
"3150","MaryErpenbach","DontWalkeronME",1
"3151","bxknits","DontWalkeronME",1
"3152","DontWalkeronME","AndrewKroll",1
"3153","DontWalkeronME","wininmad",1
"3154","DontWalkeronME","PolitiScoop",1
"3155","DontWalkeronME","cr8f",1
"3156","DontWalkeronME","MadPolitics",1
"3157","DontWalkeronME","WIProud",1
"3158","DontWalkeronME","SpudLovr",1
"3159","DontWalkeronME","Cog_Dis",1
"3160","DontWalkeronME","bluecheddar1",1
"3161","DontWalkeronME","Twitlertwit",1
"3162","DontWalkeronME","mom4middleclass",1
"3163","DontWalkeronME","DefeatVos",1
"3164","DontWalkeronME","Progress2day",1
"3165","DontWalkeronME","55Bentley",1
"3166","DontWalkeronME","UnitedWisconsin",1
"3167","DontWalkeronME","bxknits",1
"3168","DontWalkeronME","rossacrosswi",1
"3169","DontWalkeronME","MaryErpenbach",1
"3170","DontWalkeronME","AstroSHayden",1
"3171","DontWalkeronME","gjzielinski",1
"3172","DontWalkeronME","nedmiller",1
"3173","Twitlertwit","DontWalkeronME",1
"3174","rossacrosswi","DontWalkeronME",1
"3175","HiJCP","DontWalkeronME",1
"3176","mom4middleclass","DontWalkeronME",1
"3177","2NewEarth","mom4middleclass",1
"3178","Progress2day","mom4middleclass",1
"3179","WeRWisconsin","mom4middleclass",1
"3180","DrGlenBarry","mom4middleclass",1
"3181","bluecheddar1","mom4middleclass",1
"3182","SpudLovr","mom4middleclass",1
"3183","nedmiller","mom4middleclass",1
"3184","DefeatVos","mom4middleclass",1
"3185","wisaflcio","mom4middleclass",1
"3186","CoffeeBean26","mom4middleclass",1
"3187","Cog_Dis","mom4middleclass",1
"3188","polymath22","mom4middleclass",1
"3189","robzerban","mom4middleclass",1
"3190","Cops4Labor","mom4middleclass",1
"3191","rossacrosswi","mom4middleclass",1
"3192","GiniCoefficien1","mom4middleclass",1
"3193","mom4middleclass","robzerban",1
"3194","mom4middleclass","bluecheddar1",1
"3195","mom4middleclass","AndrewKroll",1
"3196","mom4middleclass","MahlonMitchell",1
"3197","mom4middleclass","DefeatVos",1
"3198","mom4middleclass","CoffeeBean26",1
"3199","mom4middleclass","Cops4Labor",1
"3200","mom4middleclass","gjzielinski",1
"3201","mom4middleclass","DefendWisconsin",1
"3202","mom4middleclass","rossacrosswi",1
"3203","mom4middleclass","PolitiScoop",1
"3204","mom4middleclass","Progress2day",1
"3205","mom4middleclass","The_Anti_Fox",1
"3206","mom4middleclass","kdbenish",1
"3207","mom4middleclass","DrGlenBarry",1
"3208","SpiritOfMadison","votegun",1
"3209","BrownDeerRepub","votegun",1
"3210","CarterFliptMe","votegun",1
"3211","wijim500","votegun",1
"3212","John_Monahan","votegun",1
"3213","votegun","MacIverWisc",1
"3214","votegun","jwigderson",1
"3215","votegun","jrios68",1
"3216","votegun","SpiritOfMadison",1
"3217","votegun","BrownDeerRepub",1
"3218","votegun","John_Monahan",1
"3219","votegun","CarterFliptMe",1
"3220","votegun","MadBadgerMom",1
"3221","votegun","Twin66",1
"3222","votegun","dikSjoberg",1
"3223","votegun","BadgerNative",1
"3224","votegun","wijim500",1
"3225","votegun","RedAlert",1
"3226","dikSjoberg","votegun",1
"3227","MacIverWisc","votegun",1
"3228","jrios68","votegun",1
"3229","ElliePTweet","gary4205",1
"3230","ElliePTweet","brooksbayne",1
"3231","ElliePTweet","BobEwoldt",1
"3232","ElliePTweet","tonykatz",1
"3233","ElliePTweet","RedAlert",1
"3234","BobEwoldt","ElliePTweet",1
"3235","brooksbayne","ElliePTweet",1
"3236","jrios68","ElliePTweet",1
"3237","wijim500","schechen93",1
"3238","schechen93","MacIverWisc",1
"3239","schechen93","fox11news",1
"3240","schechen93","gjzielinski",1
"3241","schechen93","jwigderson",1
"3242","jrios68","schechen93",1
"3243","wijim500","danooz",1
"3244","MCNETHJ","danooz",1
"3245","restorereality","danooz",1
"3246","danooz","MacIverWisc",1
"3247","danooz","BadgerNative",1
"3248","danooz","jrios68",1
"3249","danooz","wijim500",1
"3250","danooz","MadBadgerMom",1
"3251","danooz","MCNETHJ",1
"3252","danooz","BenjaminSparks",1
"3253","danooz","AmyKremer",1
"3254","MadBadgerMom","danooz",1
"3255","jrios68","danooz",1
"3256","BrownDeerRepub","lakemillsright",1
"3257","CarterFliptMe","lakemillsright",1
"3258","wijim500","lakemillsright",1
"3259","danstrnad","lakemillsright",1
"3260","TaxedTooMuch2","lakemillsright",1
"3261","MCNETHJ","lakemillsright",1
"3262","Machinetoolsale","lakemillsright",1
"3263","MacIverWisc","lakemillsright",1
"3264","dianekennedy","lakemillsright",1
"3265","lakemillsright","MacIverWisc",1
"3266","lakemillsright","karen32862",1
"3267","lakemillsright","wijim500",1
"3268","lakemillsright","jrios68",1
"3269","lakemillsright","BadgerNative",1
"3270","lakemillsright","MCNETHJ",1
"3271","lakemillsright","danstrnad",1
"3272","lakemillsright","CarterFliptMe",1
"3273","lakemillsright","TJSWIFT",1
"3274","lakemillsright","TaxedTooMuch2",1
"3275","karen32862","lakemillsright",1
"3276","jrios68","lakemillsright",1
"3277","BrownDeerRepub","karen32862",1
"3278","wijim500","karen32862",1
"3279","danstrnad","karen32862",1
"3280","AmyKremer","karen32862",1
"3281","MCNETHJ","karen32862",1
"3282","John_Monahan","karen32862",1
"3283","Machinetoolsale","karen32862",1
"3284","UniqueName099","karen32862",1
"3285","karen32862","davecatanese",1
"3286","karen32862","jwigderson",1
"3287","karen32862","MacIverWisc",1
"3288","karen32862","UniqueName099",1
"3289","karen32862","CarterFliptMe",1
"3290","karen32862","WI4Palin",1
"3291","karen32862","gjzielinski",1
"3292","karen32862","RedAlert",1
"3293","karen32862","BenjaminSparks",1
"3294","jrios68","karen32862",1
"3295","SpiritOfMadison","jrios68",1
"3296","BrownDeerRepub","jrios68",1
"3297","CarterFliptMe","jrios68",1
"3298","wijim500","jrios68",1
"3299","danstrnad","jrios68",1
"3300","TaxedTooMuch2","jrios68",1
"3301","MadPolitics","jrios68",1
"3302","AmyKremer","jrios68",1
"3303","MCNETHJ","jrios68",1
"3304","John_Monahan","jrios68",1
"3305","tonykatz","jrios68",1
"3306","Machinetoolsale","jrios68",1
"3307","polymath22","jrios68",1
"3308","TheFlaCracker","jrios68",1
"3309","BadgerNative","jrios68",1
"3310","1_Eagle","jrios68",1
"3311","brooksbayne","jrios68",1
"3312","keithh1981","jrios68",1
"3313","dikSjoberg","jrios68",1
"3314","MadBadgerMom","jrios68",1
"3315","MacIverWisc","jrios68",1
"3316","dianekennedy","jrios68",1
"3317","BenjaminSparks","jrios68",1
"3318","jrios68","TheFlaCracker",1
"3319","jrios68","brooksbayne",1
"3320","jrios68","CarterFliptMe",1
"3321","jrios68","SpiritOfMadison",1
"3322","jrios68","BrownDeerRepub",1
"3323","jrios68","John_Monahan",1
"3324","jrios68","danstrnad",1
"3325","jrios68","1_Eagle",1
"3326","jrios68","wishladya",1
"3327","jrios68","Jarjarbug",1
"3328","jrios68","MacIverWisc",1
"3329","jrios68","tonykatz",1
"3330","jrios68","BadgerNative",1
"3331","jrios68","wijim500",1
"3332","jrios68","JohannaConrad",1
"3333","jrios68","jwigderson",1
"3334","jrios68","MadBadgerMom",1
"3335","jrios68","TJSWIFT",1
"3336","jrios68","BenjaminSparks",1
"3337","jrios68","MCNETHJ",1
"3338","jrios68","dikSjoberg",1
"3339","jrios68","AmyKremer",1
"3340","jrios68","keithh1981",1
"3341","jrios68","TaxedTooMuch2",1
"3342","MadPolitics","JohannaConrad",1
"3343","MCNETHJ","JohannaConrad",1
"3344","MacIverWisc","JohannaConrad",1
"3345","JohannaConrad","BadgerNative",1
"3346","JohannaConrad","KevinACroswhite",1
"3347","JohannaConrad","MacIverWisc",1
"3348","JohannaConrad","RedAlert",1
"3349","JohannaConrad","MadPolitics",1
"3350","KevinACroswhite","JohannaConrad",1
"3351","jwigderson","BenjaminSparks",1
"3352","BrownDeerRepub","BenjaminSparks",1
"3353","WeRWisconsin","BenjaminSparks",1
"3354","smileyseany","BenjaminSparks",1
"3355","danstrnad","BenjaminSparks",1
"3356","RedAlert","BenjaminSparks",1
"3357","TaxedTooMuch2","BenjaminSparks",1
"3358","davecatanese","BenjaminSparks",1
"3359","MCNETHJ","BenjaminSparks",1
"3360","WI4Palin","BenjaminSparks",1
"3361","Cog_Dis","BenjaminSparks",1
"3362","John_Monahan","BenjaminSparks",1
"3363","Machinetoolsale","BenjaminSparks",1
"3364","restorereality","BenjaminSparks",1
"3365","keithh1981","BenjaminSparks",1
"3366","dikSjoberg","BenjaminSparks",1
"3367","MadBadgerMom","BenjaminSparks",1
"3368","MacIverWisc","BenjaminSparks",1
"3369","news3jessica","BenjaminSparks",1
"3370","RobinMarohn","BenjaminSparks",1
"3371","gjzielinski","BenjaminSparks",1
"3372","kdbenish","BenjaminSparks",1
"3373","BenjaminSparks","gjzielinski",1
"3374","BenjaminSparks","MacIverWisc",1
"3375","BenjaminSparks","davecatanese",1
"3376","BenjaminSparks","MahlonMitchell",1
"3377","BenjaminSparks","news3jessica",1
"3378","BenjaminSparks","kdbenish",1
"3379","BenjaminSparks","gbpressgazette",1
"3380","BenjaminSparks","RedAlert",1
"3381","BenjaminSparks","BadgerNative",1
"3382","BenjaminSparks","UnitedWisconsin",1
"3383","BenjaminSparks","wi_defender",1
"3384","BenjaminSparks","WIProud",1
"3385","BenjaminSparks","WeRWisconsin",1
"3386","BenjaminSparks","wisaflcio",1
"3387","BenjaminSparks","MadPolitics",1
"3388","BenjaminSparks","fox11news",1
"3389","BenjaminSparks","PostCrescent",1
"3390","BenjaminSparks","cjliebmann",1
"3391","BenjaminSparks","Muxywithmoxie",1
"3392","BenjaminSparks","bluecheddar1",1
"3393","BenjaminSparks","MCNETHJ",1
"3394","BenjaminSparks","wijim500",1
"3395","BenjaminSparks","KevinACroswhite",1
"3396","BenjaminSparks","BrownDeerRepub",1
"3397","KevinACroswhite","BenjaminSparks",1
"3398","AmyKremer","JDrevs001",1
"3399","JDrevs001","KevinACroswhite",1
"3400","KevinACroswhite","JDrevs001",1
"3401","BrownDeerRepub","mpcinoz",1
"3402","mpcinoz","MacIverWisc",1
"3403","mpcinoz","BrownDeerRepub",1
"3404","BrownDeerRepub","WI4Palin",1
"3405","wijim500","WI4Palin",1
"3406","TaxedTooMuch2","WI4Palin",1
"3407","AmyKremer","WI4Palin",1
"3408","MCNETHJ","WI4Palin",1
"3409","WI4Palin","jwigderson",1
"3410","WI4Palin","MacIverWisc",1
"3411","WI4Palin","MadBadgerMom",1
"3412","WI4Palin","N9ZF",1
"3413","WI4Palin","wijim500",1
"3414","WI4Palin","AmyKremer",1
"3415","WI4Palin","BrownDeerRepub",1
"3416","Machinetoolsale","WI4Palin",1
"3417","keithh1981","WI4Palin",1
"3418","MadBadgerMom","WI4Palin",1
"3419","N9ZF","WI4Palin",1
"3420","jwigderson","MacIverWisc",1
"3421","jwigderson","news3jessica",1
"3422","jwigderson","cjliebmann",1
"3423","jwigderson","MadPolitics",1
"3424","jwigderson","fox11news",1
"3425","jwigderson","katierosenberg",1
"3426","jwigderson","PostCrescent",1
"3427","jwigderson","davecatanese",1
"3428","jwigderson","ballotpedia",1
"3429","jwigderson","wisaflcio",1
"3430","jwigderson","DefendWisconsin",1
"3431","jwigderson","gjzielinski",1
"3432","jwigderson","danstrnad",1
"3433","jwigderson","WeRWisconsin",1
"3434","jwigderson","rossacrosswi",1
"3435","jwigderson","tonykatz",1
"3436","jwigderson","MadBadgerMom",1
"3437","jwigderson","UniqueName099",1
"3438","jwigderson","RedAlert",1
"3439","jwigderson","MCNETHJ",1
"3440","jwigderson","keithh1981",1
"3441","jwigderson","bluecheddar1",1
"3442","jwigderson","MahlonMitchell",1
"3443","BrownDeerRepub","jwigderson",1
"3444","CarterFliptMe","jwigderson",1
"3445","WeRWisconsin","jwigderson",1
"3446","wijim500","jwigderson",1
"3447","bluecheddar1","jwigderson",1
"3448","danstrnad","jwigderson",1
"3449","MadPolitics","jwigderson",1
"3450","AmyKremer","jwigderson",1
"3451","MCNETHJ","jwigderson",1
"3452","unkybunky","jwigderson",1
"3453","tonykatz","jwigderson",1
"3454","Machinetoolsale","jwigderson",1
"3455","UniqueName099","jwigderson",1
"3456","madisonjobsx","jwigderson",1
"3457","keithh1981","jwigderson",1
"3458","MadBadgerMom","jwigderson",1
"3459","MacIverWisc","jwigderson",1
"3460","RobinMarohn","jwigderson",1
"3461","N9ZF","jwigderson",1
"3462","BrownDeerRepub","danstrnad",1
"3463","CarterFliptMe","danstrnad",1
"3464","Revenant0101","danstrnad",1
"3465","wijim500","danstrnad",1
"3466","danstrnad","gbpressgazette",1
"3467","danstrnad","MacIverWisc",1
"3468","danstrnad","wijim500",1
"3469","danstrnad","CarterFliptMe",1
"3470","danstrnad","BadgerNative",1
"3471","danstrnad","MCNETHJ",1
"3472","danstrnad","BrownDeerRepub",1
"3473","danstrnad","MadBadgerMom",1
"3474","danstrnad","dikSjoberg",1
"3475","danstrnad","UniqueName099",1
"3476","danstrnad","Machinetoolsale",1
"3477","danstrnad","TJSWIFT",1
"3478","danstrnad","TaxedTooMuch2",1
"3479","danstrnad","SpiritOfMadison",1
"3480","danstrnad","N9ZF",1
"3481","danstrnad","Revenant0101",1
"3482","TaxedTooMuch2","danstrnad",1
"3483","MCNETHJ","danstrnad",1
"3484","Machinetoolsale","danstrnad",1
"3485","UniqueName099","danstrnad",1
"3486","BadgerNative","danstrnad",1
"3487","dikSjoberg","danstrnad",1
"3488","MacIverWisc","danstrnad",1
"3489","N9ZF","danstrnad",1
"3490","ecclesias","AFTunion",1
"3491","WeRWisconsin","AFTunion",1
"3492","bluecheddar1","AFTunion",1
"3493","akasha2458","AFTunion",1
"3494","MahlonMitchell","AFTunion",1
"3495","DefeatVos","AFTunion",1
"3496","jenhull","AFTunion",1
"3497","wisaflcio","AFTunion",1
"3498","Rivercitidan","AFTunion",1
"3499","Cog_Dis","AFTunion",1
"3500","litterof6","AFTunion",1
"3501","EdVeracity","AFTunion",1
"3502","madisonjobsx","AFTunion",1
"3503","mayread3","AFTunion",1
"3504","8th_of_Branstad","AFTunion",1
"3505","AFTunion","WeRWisconsin",1
"3506","GiniCoefficien1","AFTunion",1
"3507","TalkingUnion","AFTunion",1
"3508","WPEC4848","AFTunion",1
"3509","WolfPacWI","AFTunion",1
"3510","V1ct0rCR0cc0","AFTunion",1
"3511","TheDailyEdge","pirate_larry",1
"3512","polymath22","pirate_larry",1
"3513","urbanlad","pirate_larry",1
"3514","pirate_larry","politaire",1
"3515","pirate_larry","JLownLaw",1
