ID,INCOME,RACE,SEX,SELF_ESTEEM
2712,700,2,2,25
2714,2000,3,1,30
2716,4532,2,1,25
2724,400,3,1,25
2728,8000,3,1,20
2729,1500,3,2,16
2730,3500,3,2,25
2733,4000,2,1,22
2734,1417,2,1,25
2737,250,3,2,26
2738,3000,3,2,22
2741,8800,3,1,30
2742,6000,3,2,20
2744,750,3,2,22
2745,0,3,1,23
2746,6000,3,2,19
2747,4000,3,1,19
2748,5000,3,2,18
2750,600,2,1,20
2751,9700,2,1,21
2756,1600,2,2,23
2757,152,3,2,18
2761,0,2,1,20
2762,1290,2,1,22
2763,1000,2,1,17
2764,1033,2,1,16
2768,1800,2,1,23
2770,3000,2,2,30
2771,500,2,2,26
2774,11050,3,1,22
2775,1600,3,2,24
2779,240,3,1,18
2781,0,3,2,21
2785,996,3,2,20
2789,0,2,2,26
2790,0,2,2,19
2792,0,2,2,16
2795,575,2,2,18
2796,400,2,2,15
2797,2000,2,1,21
2799,1057,2,1,22
2809,0,3,2,30
2813,756,3,1,30
2816,0,3,1,22
2819,8500,3,2,15
2821,2160,3,1,23
2822,632,1,2,18
2823,3000,3,2,21
2826,800,3,2,24
2828,749,3,2,18
2831,1300,3,2,28
2833,10000,3,1,20
2834,2000,3,2,17
2835,6000,3,2,27
2836,2500,3,1,19
2839,8100,3,1,20
2841,10200,3,2,30
2842,2500,3,1,18
2844,1150,3,1,27
2848,880,3,2,26
2849,50,3,2,21
2852,2600,3,1,27
2853,300,3,1,19
2856,5500,3,2,18
2857,7000,3,1,21
2859,2000,3,1,24
2864,1105,3,2,22
2865,4440,3,2,17
2868,8500,3,1,25
2869,660,3,2,18
2872,3600,3,2,27
2874,780,1,1,18
2877,4300,3,2,24
2878,0,1,2,19
2880,8000,3,2,30
2882,5000,3,1,24
2883,0,3,2,17
2885,4000,3,2,29
2891,1350,1,2,19
2898,2400,3,1,29
2900,310,3,2,27
2901,300,3,2,28
2902,2300,3,2,29
2908,1300,3,2,22
2909,1800,3,2,26
2911,500,1,2,24
2914,80,2,1,16
2915,500,3,1,30
2916,100,3,1,22
2917,700,3,1,21
2922,1000,3,1,28
2925,1600,3,1,29
2926,14000,3,2,30
2927,2000,3,1,26
2929,5400,3,2,25
2930,5500,3,2,24
2935,1644,3,2,30
2936,2500,3,2,21
2940,3000,3,2,27
2947,1600,3,2,23
2948,1200,3,2,25
2949,600,3,2,27
2951,300,2,1,30
2955,2200,3,2,26
2961,1500,3,2,22
2964,350,3,2,27
2965,4000,1,1,24
2969,0,1,2,17
2970,425,1,2,18
2972,3000,3,1,27
2978,8500,3,2,27
2980,350,3,1,30
2984,360,3,1,27
2986,900,3,1,19
2987,1400,3,2,21
2988,2400,3,1,19
2992,1000,3,1,25
2994,3000,3,1,28
2995,5000,3,2,24
2996,500,3,1,25
2997,7800,3,1,28
3000,1500,3,2,19
3003,0,2,1,22
3008,820,2,1,23
3009,0,2,2,14
3010,3000,2,2,19
3011,1000,3,2,30
3015,3000,3,1,24
3022,3500,3,1,24
3025,3200,3,2,24
3031,450,1,1,24
3032,0,2,1,28
3034,5800,3,2,20
3036,8500,3,2,26
3037,15000,3,1,25
3038,2000,3,2,24
3039,3200,3,1,30
3041,1200,3,2,20
3045,300,3,2,19
3046,0,2,2,14
3047,0,3,2,16
3050,5900,3,1,27
3051,413,3,2,29
3052,13200,3,1,23
3053,900,3,2,20
3054,1100,3,2,18
3057,0,3,2,19
3058,3600,3,2,17
3059,9000,3,1,28
3060,3000,3,1,19
3061,1200,3,2,27
3062,1000,3,1,21
3064,3500,2,2,29
3066,2250,2,2,23
3068,1200,2,2,25
3069,6000,2,2,18
3073,800,2,2,28
3074,2000,2,2,23
3075,5000,2,2,20
3077,1400,2,1,20
3079,5900,3,2,22
3083,11000,3,1,27
3084,0,3,1,21
3089,6050,3,1,20
3090,460,3,2,20
3093,0,3,2,19
3094,0,3,2,19
3095,0,3,2,27
3096,9211,3,2,30
3098,3628,3,2,26
3100,8300,3,1,20
3102,4000,3,1,28
3108,1900,3,2,17
3110,1700,3,2,30
3111,3000,3,2,21
3113,2500,3,2,21
3116,15300,3,1,21
3117,9300,3,2,28
3119,3000,3,2,21
3123,2400,3,1,27
3125,3000,3,1,18
3130,2000,3,2,29
3131,3500,3,1,26
3132,3200,3,1,30
3134,4600,3,2,21
3136,8000,3,1,25
3138,6000,3,1,20
3140,8000,3,1,19
3144,7000,3,1,30
3146,700,3,2,30
3150,4400,3,2,23
3152,3500,3,1,30
3154,1450,3,2,27
3158,13000,3,1,27
3159,300,3,1,26
3163,3000,3,2,24
3164,1000,3,2,20
3167,2500,3,2,21
3168,0,3,1,22
3169,1000,3,1,26
3170,2000,3,1,30
3172,1300,3,1,29
3173,750,3,1,20
3176,8165,2,2,23
3177,5100,2,1,18
3179,1500,3,2,30
3180,825,3,1,27
3181,50,3,1,28
3182,1100,3,2,27
3186,1600,3,1,29
3187,3720,3,1,27
3188,100,2,2,22
3192,1500,2,1,30
3193,1600,3,1,22
3195,4700,3,1,19
3196,7000,3,1,26
3197,100,3,2,25
3198,3500,3,2,21
3200,5200,3,1,20
3202,7000,3,1,23
3207,11000,3,1,24
3208,8000,3,1,20
3211,8500,3,1,19
3212,2500,3,2,27
3215,9511,3,1,30
3216,450,3,1,23
3218,4200,3,2,20
3222,1500,3,2,17
3224,1200,3,1,26
3226,800,3,1,23
3227,0,3,2,28
3232,12000,3,1,24
3233,3000,3,2,19
3234,8700,3,2,18
3235,3856,3,1,20
3237,5000,3,2,20
3238,2000,2,2,29
3241,800,3,1,27
3243,1500,3,2,29
3246,300,3,1,27
3255,1500,3,1,30
3256,750,3,1,24
3257,75,3,1,28
3258,8000,3,1,30
3259,0,2,2,16
3260,0,2,2,16
3261,1200,2,1,19
3263,1200,3,1,26
3264,6032,1,1,18
3269,600,1,2,21
3271,2400,3,1,20
3276,0,3,2,26
3277,16000,3,1,27
3278,5700,3,2,27
3279,2000,3,1,20
3282,2500,1,1,23
3286,900,1,2,30
3289,3500,3,1,30
3290,1206,3,1,25
3292,800,3,2,23
3293,9500,3,2,26
3294,1108,3,2,24
3297,1000,2,1,30
3300,2219,1,2,15
3301,0,1,1,22
3302,0,1,1,21
3303,1253,3,2,28
3307,14000,2,1,30
3308,0,2,2,30
3309,180,2,2,24
3311,120,2,1,25
3313,0,3,1,18
3314,201,3,1,24
3315,160,2,2,17
3316,2600,2,2,22
3317,0,2,2,18
3318,0,2,1,19
3319,3475,3,1,22
3322,5000,2,2,22
3324,0,2,1,27
3325,1957,2,2,19
3327,125,2,1,19
3328,10000,3,1,19
3331,1100,3,1,28
3333,1000,3,1,20
3335,60,3,1,19
3336,10000,3,1,24
3338,10000,3,2,26
3340,0,3,1,24
3342,2436,3,2,26
3344,9200,3,1,25
3345,900,3,2,8
3347,10500,3,2,25
3351,1500,3,1,22
3353,1500,3,1,26
3355,7500,3,2,26
3356,1200,3,1,11
3358,2500,3,2,30
3359,3000,3,1,23
3362,6000,3,2,18
3364,4750,3,2,22
3366,4000,3,1,27
3369,3800,3,2,24
3372,5800,3,1,18
3373,3500,3,2,24
3375,15000,3,1,26
3376,3000,3,1,28
3378,6000,3,2,20
3380,3300,3,1,27
3383,3000,3,2,24
3387,1000,2,2,20
3390,2200,2,1,29
3391,2500,2,1,16
3392,300,2,1,28
3394,3500,2,1,30
3399,10000,3,1,20
3400,18200,3,1,20
3401,10000,3,1,24
3403,200,3,1,23
3407,3400,3,2,24
3408,11000,3,2,19
3410,4000,3,1,24
3413,7500,3,2,28
3414,7000,3,1,23
3415,2000,3,1,23
3419,2700,3,2,30
3420,1700,3,1,26
3423,5000,3,2,24
3424,2300,3,2,28
3427,1900,3,2,22
3428,5000,3,2,26
3429,1100,3,2,20
3430,2700,3,2,19
3432,200,3,2,18
3433,2000,3,2,25
3435,0,1,2,22
3436,960,1,2,19
3441,3000,3,1,19
3444,0,3,2,26
3445,1700,3,2,21
3446,2800,3,2,29
3447,5000,2,2,25
3455,6000,3,1,17
3467,6400,3,2,27
3470,5000,3,1,22
3472,4500,3,1,22
3475,2000,3,2,19
3480,5000,3,2,21
3481,4000,3,2,28
3482,8000,3,1,20
3483,0,3,1,16
3486,5000,3,2,29
3487,1900,3,2,22
3488,1900,3,2,26
3493,15000,3,1,21
3494,27000,3,1,17
3495,8900,3,1,20
3496,1050,3,2,18
3498,7000,3,2,27
3500,0,1,2,27
3501,800,3,2,21
3502,8760,1,2,26
3503,17000,3,1,21
3504,0,3,2,24
3505,7000,3,2,25
3506,750,3,2,24
3510,9359,3,1,27
3515,1300,3,1,22
3518,13000,3,2,18
3519,4000,3,2,15
3520,800,3,1,20
3524,3400,3,2,20
3525,4496,3,1,26
3526,11000,3,1,22
3527,2700,3,2,30
3531,7500,3,2,25
3532,3500,3,2,27
3533,3500,3,1,30
3534,1950,1,1,27
3535,2000,1,2,29
3537,6240,3,2,28
3538,15000,2,1,25
3542,0,2,2,22
3547,2000,2,2,26
3550,3475,3,1,29
3555,5610,3,2,18
3556,5000,3,2,22
3557,500,3,2,19
3562,6000,3,1,17
3565,7000,3,2,24
3566,7000,3,2,20
3567,6770,3,1,20
3575,14000,3,1,21
3576,2600,3,2,19
3579,0,3,1,25
3580,9800,3,1,20
3581,2000,3,1,28
3584,1200,3,2,23
3585,1000,3,1,20
3587,7500,3,1,26
3589,10711,3,1,23
3590,700,3,1,28
3591,2000,3,1,19
3594,4000,3,2,21
3595,3000,3,1,23
3597,1538,3,2,21
3598,8000,3,1,26
3599,1000,3,1,23
3600,7000,3,1,23
3602,19300,3,1,30
3603,6000,3,2,17
3605,7500,3,2,13
3606,400,3,2,19
3607,1000,3,1,24
3608,2000,3,1,20
3609,272,3,2,19
3610,5705,3,2,24
3611,1000,3,2,22
3614,1500,3,2,30
3617,6400,3,1,18
3618,3790,3,2,21
3621,7475,3,1,20
3626,1200,3,2,18
3627,2340,3,1,23
3628,6800,3,1,25
3638,1500,3,1,16
3641,3400,3,2,20
3645,1500,3,1,25
3647,0,3,2,29
3648,2144,3,2,19
3651,5000,3,2,19
3653,7950,3,1,28
3657,1176,3,1,29
3658,756,3,1,20
3662,5600,3,2,22
3664,738,1,1,29
3665,3000,3,1,21
3668,1700,3,1,20
3672,400,3,1,29
3673,1500,3,1,28
3676,2600,3,1,17
3684,1500,3,2,24
3685,2000,3,1,27
3686,1800,3,1,27
3689,2000,3,1,24
3692,600,2,2,18
3694,9200,3,1,24
3698,4000,1,2,26
3700,11555,1,1,27
3702,9200,1,1,19
3703,0,2,2,20
3704,500,2,2,17
3705,4000,3,2,18
3706,2600,3,1,27
3707,4000,3,1,27
3708,3400,3,1,24
3709,2000,3,2,29
3711,3400,3,2,26
3713,7784,3,1,22
3714,532,3,2,14
3715,7351,3,2,24
3716,8500,3,1,20
3717,0,3,2,23
3719,1560,3,2,19
3720,11000,3,2,18
3721,3500,3,1,27
3723,400,3,1,22
3725,13500,3,2,19
3726,2987,3,2,19
3728,5500,3,2,17
3730,12000,3,2,25
3733,5,3,1,19
3736,3700,3,2,23
3739,5800,3,2,22
3744,2200,3,2,28
3745,1400,3,1,26
3746,1500,3,2,16
3747,900,3,1,22
3748,4700,3,1,25
3749,885,3,2,14
3752,5000,3,2,27
3758,4500,3,2,26
3764,5500,3,2,25
3766,2200,3,1,17
3768,92,3,2,25
3769,2500,3,2,19
3773,600,3,2,22
3775,2500,3,2,24
3777,4200,3,1,20
3779,7000,3,2,23
3781,3000,3,2,18
3782,60000,3,1,23
3784,0,3,2,20
3786,6632,3,2,20
3787,4000,3,2,28
3789,5000,3,1,27
3790,3000,3,2,24
3791,4000,3,2,23
3792,900,3,1,19
3793,5356,3,2,22
3799,1500,3,2,27
3801,15000,3,1,17
3802,4000,3,2,27
3803,1700,3,1,28
3804,1600,3,2,27
3806,3300,3,2,26
3807,3478,3,1,29
3808,1050,3,1,24
3814,32,3,2,25
3817,300,3,2,25
3818,1100,3,1,24
3820,1796,2,2,22
3821,0,2,2,16
3822,0,2,1,18
3825,0,2,1,17
3829,11500,3,1,29
3831,3400,3,1,20
3835,2900,3,2,27
3839,4000,3,2,17
3840,1700,2,1,20
3841,3000,3,1,25
3842,0,2,2,17
3844,2468,3,1,19
3845,1300,3,1,23
3847,11000,3,1,27
3848,3600,3,1,30
3850,3000,3,2,25
3859,5000,3,2,21
3860,1700,3,1,20
3862,5000,3,1,21
3864,7000,3,2,21
3866,2000,3,1,27
3867,4300,3,2,16
3869,6000,3,1,17
3870,9000,3,1,19
3872,1000,3,2,22
3873,3033,3,1,27
3877,1200,3,2,29
3878,2000,3,1,22
3879,4000,3,2,28
3883,2200,3,1,30
3889,200,3,2,22
3895,2100,3,1,30
3896,1700,3,2,21
3897,1000,3,2,23
3901,2300,3,1,20
3903,1500,3,2,19
3905,1200,3,1,23
3907,4000,3,1,29
3908,1300,3,2,17
3909,2300,3,1,30
3912,1000,3,2,29
3916,0,3,1,16
3922,6000,3,2,28
3927,2200,3,2,19
3929,1000,3,2,19
3930,2140,3,1,18
3934,525,2,2,19
3937,0,2,1,22
3942,1000,2,1,22
3943,1500,2,1,18
3944,535,2,2,20
3947,6000,2,2,24
3948,1109,2,2,17
3949,500,2,1,20
3950,1400,2,1,24
3952,2500,2,2,20
3953,2000,2,2,21
3954,1000,2,1,30
3957,0,2,1,26
3958,4000,2,1,16
3962,9000,3,2,23
3964,3203,3,2,30
3966,5700,2,1,27
3967,0,1,1,19
3970,600,3,2,23
3972,1500,3,2,23
3973,0,3,1,28
3974,0,2,1,21
3979,1300,3,1,27
3980,300,3,1,23
3981,7200,3,1,20
3982,1000,3,2,21
3984,3000,3,1,24
3985,9950,3,1,18
3986,2800,3,2,21
3988,5761,2,2,24
3990,1400,3,1,25
3992,5000,3,2,23
3997,19,2,2,13
4000,480,3,1,27
4003,0,3,2,24
4004,11500,3,1,28
4008,6000,2,1,23
4016,1000,2,2,23
4017,400,2,2,27
4018,2400,3,1,18
4024,1200,3,2,14
4027,3300,3,2,24
4030,5691,3,2,18
4033,1000,3,2,18
4034,1500,3,2,23
4039,3900,3,2,23
4041,2500,3,2,29
4042,1500,3,1,30
4046,2800,3,1,24
4048,6692,3,1,23
4049,2167,3,2,20
4053,2000,3,2,26
4054,900,3,2,26
4056,10,3,1,28
4060,1000,3,2,25
4066,5000,3,2,27
4075,4000,3,2,24
4076,1900,3,1,21
4082,1800,3,1,19
4084,0,3,2,24
4086,4500,3,1,25
4088,12000,3,1,23
4089,1500,3,2,22
4096,125,3,2,19
4101,2000,3,1,18
4103,7000,3,2,29
4104,4284,3,1,19
4105,7200,3,2,23
4112,112,3,2,20
4119,4000,3,1,21
4120,5050,3,2,22
4121,1000,3,2,17
4122,2000,3,1,22
4124,1100,3,2,30
4128,6000,3,1,19
4136,3100,3,2,15
4140,6434,3,2,24
4146,2500,3,1,23
4149,9000,2,2,30
4152,8000,3,2,19
4159,4000,3,1,25
4162,3500,3,2,20
4166,3100,3,1,23
4168,2868,2,1,19
4169,0,2,2,24
4170,1200,3,2,29
4173,112,2,2,21
4174,636,2,2,23
4182,0,3,2,24
4184,2000,1,2,25
4185,5000,1,2,18
4186,1100,1,2,27
4190,900,3,2,25
4196,3000,2,1,22
4197,0,2,2,16
4199,0,2,2,23
4200,1629,2,2,27
4204,2000,2,1,18
4205,0,2,1,19
4207,2200,2,1,28
4211,800,2,1,19
4224,950,3,2,23
4225,12672,3,1,30
4226,3000,3,1,24
4228,0,3,2,20
4229,4000,3,1,18
4232,1500,3,2,28
4235,10000,3,1,21
4236,8000,3,2,27
4238,8000,3,1,25
4239,3000,3,1,27
4240,8000,3,1,21
4244,1700,3,1,27
4246,780,3,2,27
4253,4000,3,1,30
4256,5200,3,2,26
4257,6500,3,2,26
4258,6700,3,1,19
4259,3000,2,1,24
4260,4500,3,1,23
4261,9500,3,1,17
4262,900,3,2,26
4264,4000,1,1,18
4265,0,1,2,19
4267,5317,3,2,26
4268,11600,1,2,26
4269,9000,1,1,20
4270,1600,2,2,30
4274,552,1,2,22
4277,1500,3,2,18
4278,5888,3,1,29
4279,8000,3,1,29
4280,6000,3,2,21
4281,5000,3,2,16
4287,1200,3,2,23
4292,5500,3,2,30
4293,1500,3,1,30
4294,6000,3,2,28
4295,0,3,2,30
4296,1800,3,2,22
4297,4000,3,1,30
4301,7000,3,1,27
4306,5000,3,2,21
4310,100,3,2,21
4311,2500,2,1,29
4313,200,2,1,17
4315,275,2,1,29
4316,1200,2,1,28
4323,0,2,2,25
4325,435,3,2,30
4328,9000,3,1,27
4329,4000,3,1,27
4331,8000,3,1,20
4332,550,3,1,21
4335,4200,3,1,21
4336,5100,3,1,19
4337,4500,3,2,19
4341,5000,1,2,22
4345,5600,3,2,18
4347,200,3,1,19
4350,2800,3,1,27
4352,2000,3,2,25
4353,4000,3,2,21
4354,1500,3,2,25
4355,125,3,1,19
4356,2500,3,2,28
4357,4300,3,1,20
4358,3800,3,1,17
4359,800,1,1,19
4361,200,1,1,22
4363,1600,1,1,21
4364,1750,1,1,20
4365,1500,3,1,16
4368,0,3,2,20
4369,5764,3,1,22
4370,1500,3,1,17
4372,599,3,2,27
4374,6000,2,1,17
4378,1604,3,2,28
4379,2500,3,2,27
4380,11003,3,1,23
4381,800,3,2,26
4383,13000,3,2,30
4391,429,3,2,21
4392,3000,3,2,27
4393,14000,3,1,29
4395,9000,3,1,29
4396,7000,3,2,26
4398,20000,3,1,27
4402,6049,3,1,30
4403,6500,3,1,23
4404,504,2,2,20
4415,5000,1,1,19
4416,0,1,2,17
4425,1800,3,2,29
4426,7000,3,1,29
4428,1500,3,2,30
4432,8500,3,1,18
4433,825,1,1,17
4434,0,3,2,20
4441,500,3,2,30
4443,2000,3,1,21
4450,8625,3,2,25
4453,18900,3,1,28
4459,300,3,2,22
4460,3500,3,1,30
4463,480,2,2,23
4464,600,2,2,25
4468,12000,3,1,21
4472,665,3,2,24
4475,2400,3,2,30
4476,2000,3,2,15
4478,3700,3,2,20
4479,1000,3,2,26
4480,2063,2,1,30
4481,4100,3,2,23
4482,185,3,2,19
4483,6000,3,2,23
4489,0,3,1,25
4490,0,3,2,29
4493,7000,3,2,30
4494,9000,3,2,28
4495,3000,3,2,24
4496,6500,3,2,25
4508,2000,3,1,18
4510,800,3,1,30
4511,6000,3,1,22
4512,1000,3,1,28
4513,3100,1,1,22
4514,3008,3,1,30
4516,1300,3,2,24
4517,1700,3,1,22
4520,3600,3,1,23
4521,300,3,2,28
4522,1000,3,2,25
4526,5000,3,2,30
4527,3000,1,2,30
4528,10000,3,2,27
4530,0,3,2,30
4531,1100,3,1,28
4532,2400,1,1,27
4534,7500,3,2,22
4535,50,3,1,21
4536,2900,3,2,20
4537,0,2,2,23
4538,7000,3,2,20
4539,0,3,2,26
4545,40000,3,1,26
4546,40000,3,2,20
4547,1350,3,1,23
4550,7000,3,1,30
4554,30,3,2,28
4555,12000,3,1,25
4556,23000,3,1,26
4558,1000,3,1,30
4559,7000,3,1,30
4560,400,3,2,19
4567,1500,3,2,30
4568,1200,3,1,12
4569,10720,3,1,17
4571,5795,3,2,28
4574,9200,3,1,27
4575,500,3,1,23
4576,250,3,2,24
4578,3000,3,2,26
4580,2800,3,2,20
4581,0,3,2,17
4589,5000,3,2,28
4590,2000,3,2,24
4591,2000,3,1,28
4593,6007,3,2,24
4594,6100,3,2,19
4596,5000,3,1,26
4598,2068,3,2,23
4601,12110,3,1,19
4602,800,3,2,21
4603,4900,3,1,24
4605,1000,3,1,16
4606,1000,3,1,21
4607,0,3,1,23
4609,1200,3,1,21
4611,400,3,1,22
4612,5280,3,1,20
4617,7000,3,1,25
4618,0,3,2,23
4625,6500,3,2,28
4626,6000,3,2,29
4627,8100,3,2,30
4628,2000,3,2,23
4633,6800,3,1,22
4634,2200,3,1,25
4636,5000,3,1,30
4645,2000,1,2,24
4646,3400,3,1,23
4649,9000,3,2,22
4652,0,3,1,22
4656,10000,3,1,22
4657,0,3,2,22
4659,1000,3,2,26
4660,1500,3,2,22
4664,300,3,2,23
4666,2000,3,1,26
4668,2400,3,1,28
4671,224,3,1,19
4672,2618,3,2,16
4673,4100,3,1,24
4674,1000,3,2,21
4675,1700,3,2,23
4679,2400,3,2,25
4680,3000,3,1,21
4681,5400,3,1,26
4682,2000,3,2,25
4683,3000,3,2,22
4686,2900,3,2,22
4688,1500,3,1,30
4689,2000,3,2,27
4694,2000,3,2,30
4695,2500,2,1,28
4696,1200,3,2,27
4699,500,3,1,25
4700,850,3,2,20
4701,1300,3,1,22
4704,1600,3,1,28
4710,11800,2,1,24
4713,2300,3,2,30
4715,2500,3,1,18
4716,10000,3,1,27
4718,3300,3,1,22
4719,1000,3,1,21
4720,16500,3,1,22
4721,3200,3,1,28
4722,300,3,1,21
4723,850,3,2,25
4725,2900,3,1,23
4726,0,3,2,22
4728,0,3,2,30
4729,6500,3,1,17
4731,1500,3,1,19
4733,1000,3,2,19
4735,725,3,2,23
4737,400,3,1,19
4738,21000,3,1,24
4743,0,3,1,23
4744,0,3,2,21
4749,890,3,2,23
4750,900,3,1,20
4751,850,3,1,21
4753,300,3,2,23
4754,450,3,2,30
4759,12400,3,1,27
4761,5200,3,2,21
4763,0,3,2,21
4764,1700,3,1,21
4766,0,3,2,19
4767,2200,3,1,27
4768,6000,3,2,23
4769,1000,3,2,11
4771,5000,3,1,20
4772,5000,3,2,20
4774,6000,3,2,23
4775,5914,3,1,19
4777,600,3,2,15
4780,6500,3,2,20
4781,4000,3,1,22
4787,500,3,2,20
4788,8000,3,1,20
4791,11500,3,1,26
4798,3237,3,2,22
4800,9200,3,1,29
4801,1100,3,2,25
4807,8000,3,2,20
4810,3600,3,2,29
4811,4000,3,1,24
4815,4300,3,2,23
4817,5000,3,2,25
4818,1000,3,1,14
4819,7000,3,2,26
4820,1200,3,2,20
4822,3700,3,2,24
4825,9000,3,1,24
4826,3000,3,2,30
4827,10500,3,1,20
4832,2500,3,1,28
4836,3000,3,1,23
4837,350,3,2,23
4838,77,3,2,23
4845,2666,3,1,20
4857,1000,3,1,28
4858,6500,3,1,20
4859,1000,3,1,25
4863,0,3,2,20
4866,8000,3,1,30
4867,2000,3,2,26
4868,900,3,1,23
4869,1000,3,2,30
4874,2300,3,2,24
4876,700,3,2,20
4877,450,3,1,27
4879,2000,3,1,19
4880,700,3,2,24
4881,8000,3,1,18
4882,4000,3,2,17
4883,3500,3,1,24
4884,8000,3,1,30
4887,0,3,2,25
4888,4500,3,1,24
4889,7000,3,1,30
4890,5000,3,2,30
4891,600,3,1,24
4892,2500,3,1,29
4896,5513,3,1,24
4900,5400,3,1,19
4901,6833,3,1,18
4902,6300,3,1,23
4907,1000,3,1,27
4909,0,3,2,29
4914,2595,3,1,24
4915,2313,3,1,18
4917,7000,3,1,18
4919,2469,3,2,21
4921,2000,3,1,30
4924,2994,3,2,21
4925,1000,3,2,26
4926,8000,3,1,27
4928,0,3,2,22
4929,3628,3,2,23
4932,9000,3,1,21
4933,0,3,2,27
4934,639,3,2,22
4935,521,3,1,15
4939,2300,3,1,26
4940,2800,3,1,20
4943,1520,3,2,22
4944,850,3,1,30
4945,4800,3,1,18
4946,3000,1,1,15
4948,800,3,2,19
4949,7684,1,1,25
4950,318,1,2,17
4951,5319,3,2,27
4960,14000,3,1,30
4964,3500,3,1,23
4965,0,3,1,24
4966,6000,3,2,16
4967,4600,3,2,13
4973,500,3,2,18
4974,18000,3,2,23
4975,1400,3,2,22
4977,1200,3,1,16
4982,150,3,1,23
4986,19000,3,1,20
4987,2500,3,2,18
4988,300,3,2,30
4989,1500,3,2,30
4994,4000,3,2,27
4996,1450,3,1,18
4999,300,3,2,28
5000,2000,3,1,30
5003,0,3,2,30
5004,1000,3,1,25
5005,200,3,1,24
5007,6000,3,1,17
5008,1373,3,2,19
5009,0,3,2,30
5015,0,3,2,26
5016,700,3,2,28
5017,2100,3,1,23
5018,3000,3,1,23
5020,950,3,1,26
5021,730,3,1,24
5023,400,3,2,28
5026,3300,1,2,20
5028,1000,3,2,21
5030,5000,3,1,25
5032,200,3,2,21
5033,6175,3,1,18
5035,2800,3,2,21
5037,800,3,2,18
5040,1600,3,1,27
5041,0,1,2,20
5042,459,2,2,27
5044,0,3,2,25
5045,4000,1,2,19
5046,6000,1,1,22
5048,7000,3,1,28
5052,250,3,2,19
5054,1500,3,1,21
5059,0,2,2,19
5060,4000,3,2,16
5061,0,3,2,26
5064,4800,3,2,30
5065,0,3,2,27
5068,6000,3,1,20
5069,0,3,2,19
5071,1000,2,2,16
5072,3000,2,1,23
5074,300,2,2,19
5075,7000,2,1,26
5076,10000,2,2,22
5077,0,2,2,18
5080,7000,2,1,23
5081,0,2,2,16
5083,5000,2,1,29
5086,2200,2,1,17
5088,8000,2,2,23
5094,1098,3,1,22
5098,5500,3,2,25
5100,1700,3,2,24
5101,5042,3,2,28
5105,420,3,2,21
5108,3000,3,2,22
5113,4300,3,2,25
5115,6500,3,2,23
5116,6000,3,1,20
5118,1200,2,1,21
5122,5400,3,1,20
5123,1152,3,2,23
5124,2169,3,2,25
5125,0,3,2,19
5126,500,3,1,20
5132,1600,3,1,19
5133,3000,3,1,20
5138,5000,3,2,25
5139,0,3,1,23
5140,3000,3,2,23
5141,5500,1,1,25
5142,3000,1,2,20
5145,6000,3,1,28
5147,10000,1,1,20
5148,1200,3,2,23
5149,1500,3,1,24
5151,5000,3,2,23
5158,8000,3,1,25
5159,2000,3,2,25
5160,7000,3,1,28
5164,3000,3,2,28
5165,2500,3,1,18
5167,10000,3,1,22
5170,5000,3,1,21
5172,3500,3,1,26
5173,3200,3,2,30
5176,596,3,2,26
5177,1226,3,1,21
5178,600,3,1,25
5186,5000,3,1,18
5187,2500,3,1,26
5191,1200,3,2,29
5198,4500,1,2,25
5199,3000,3,2,25
5200,5400,3,2,22
5201,4000,3,2,25
5204,6500,3,1,30
5206,3900,3,1,26
5207,2000,3,1,21
5208,7000,3,2,26
5212,2500,3,2,27
5216,0,3,2,21
5218,9600,1,1,21
5219,246,3,2,15
5221,7000,1,1,30
5223,6000,3,1,30
5224,7284,3,2,20
5225,2250,3,2,26
5226,2713,3,1,26
5227,8000,3,1,30
5228,1000,3,2,22
5229,200,3,1,20
5236,400,3,2,27
5239,4000,3,2,23
5242,2200,1,1,26
5243,4000,1,1,24
5244,2500,1,1,26
5247,1300,3,2,27
5248,3200,3,1,26
5251,4000,3,1,19
5255,500,3,2,21
5257,4200,3,1,24
5259,942,3,2,25
5262,7200,3,2,21
5263,4500,3,1,27
5264,6400,3,2,24
5265,1600,3,2,20
5267,2300,3,1,23
5268,4000,3,2,19
5270,500,3,1,22
5271,0,3,2,17
5273,600,3,2,23
5274,3200,3,1,27
5275,1500,3,2,24
5279,3200,3,1,19
5281,150,3,1,21
5282,4000,3,2,19
5283,0,3,2,11
5285,79,3,2,18
5286,0,3,2,17
5287,1268,3,2,21
5288,10500,3,2,23
5289,800,3,2,28
5290,2000,3,2,19
5292,593,3,2,20
5294,1700,3,2,24
5295,150,3,2,25
5296,200,3,1,19
5299,1000,3,2,28
5302,1360,3,2,27
5304,4205,3,1,27
5307,6000,3,1,20
5311,6000,3,2,27
5315,440,3,2,25
5320,1000,3,1,20
5321,7200,3,1,27
5322,7000,3,1,26
5323,2000,3,1,26
5325,4000,3,2,25
5326,2000,3,2,19
5327,3000,3,2,21
5328,2842,3,2,18
5331,5000,3,2,19
5332,0,3,2,20
5333,300,3,2,27
5334,830,3,1,27
5335,2950,3,1,22
5337,4500,3,1,25
5339,2500,3,2,19
5340,200,3,2,20
5345,1200,3,1,22
5350,70,3,1,19
5352,2800,3,1,27
5354,800,3,1,19
5355,500,3,2,21
5359,2200,3,1,19
5360,433,3,2,17
5362,4000,3,1,20
