"","Account","User Name","Followers at Posting","Post Created","Post Created Date","Post Created Time","Type","Total Interactions","Likes","Comments","Views","Like and View Counts Disabled","URL","Link","Photo","Title","Description","Image Text","Sponsor Id","Sponsor Name","Overperforming Score (weighted  —  Likes 1x Comments 1x )"
"212","Climate Reality","climatereality","292600","2021-11-19 14:12:33 EST",2021-11-19,51153,"Album",1652,1631,21,0,FALSE,"https://www.instagram.com/p/CWd_6IIsI5Y/","https://www.instagram.com/p/CWd_6IIsI5Y/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/258276438_430969545089582_6669098989510620383_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=h-OYQNi3BO4AX-01de_&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT8EcdBd8vUO21-JVLWSr1LdGn0RyQ8Zv5uF2106NNrz5A&oe=628F8133",NA,"This is what climate leadership looks like! Now, it’s time for the Senate to act. Take action with us using the link in our bio.",NA,NA,NA,-1.18
"213","Climate Reality","climatereality","289244","2021-11-09 11:11:40 EST",2021-11-09,40300,"Album",4134,4049,85,0,FALSE,"https://www.instagram.com/p/CWD7QiQtu7Z/","https://www.instagram.com/p/CWD7QiQtu7Z/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/254071524_216725000575121_1452805622022769163_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=XsMXksJ40TMAX8mllkI&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT_B4b0UpMJ8BiPEN1_7UBRSnnZdS5ZDajYti5R8cYiqUg&oe=629023E9",NA,"Last month, thousands of climate advocates from 140 countries came together for the Climate Reality Leadership Corps Virtual Global Training. Together, they learned from some of the world’s top climate scientists, leading activists, and climate justice experts. 🌏

To the thousands of new members of the Climate Reality Leadership Corps: welcome! 🙌 We’re so excited you’re part of this movement, and we can’t wait to see what you do next. 

🔗 If you want to be the first to know about future training opportunities, sign up at the link in our bio!",NA,NA,NA,2.12
"214","Climate Reality","climatereality","288242","2021-11-07 14:04:42 EST",2021-11-07,50682,"Video",1822,1782,40,9680,FALSE,"https://www.instagram.com/p/CV_FcogNDuF/","https://www.instagram.com/p/CV_FcogNDuF/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/252731932_174489858223094_5697749583099559919_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=GMiR_2PWkc4AX-PGjFz&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT_5VYC7QBiJbysJL2D_sRYNEz8i8DEZecQuRQ8u-QhbKg&oe=628F389B",NA,"This is where decades of empty promises and unmet commitments have gotten us. At #COP26, we need to see real, concrete commitments to slash emissions and invest in a just transition to clean energy.","Carbon levels in our atmosphere are at the highest level in 3-to-5 MILLION years. COP 26, are you listening? Source:https://n.pr/3BogbQq",NA,NA,2.56
"215","Climate Reality","climatereality","287239","2021-11-05 12:32:38 EDT",2021-11-05,45158,"Album",2361,2321,40,0,FALSE,"https://www.instagram.com/p/CV5qen2rouA/","https://www.instagram.com/p/CV5qen2rouA/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/253606818_572151970677518_2255935318924912694_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=XuByEajtp0IAX9j2o3u&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT_O77_Xl7vSqH65DTrrGxsKQjeIFKH4yOAQ70q-s-FkJw&oe=628ECA31",NA,"At #COP26, world leaders are making it clear: there is no next time. This is our moment, and we have no time to waste. 

But it’s going to take more than words — we need REAL climate action on a transformative, global scale. Anything less is not good enough.",NA,NA,NA,1.21
"216","Climate Reality","climatereality","285940","2021-11-03 11:29:59 EDT",2021-11-03,41399,"Album",6261,6172,89,0,FALSE,"https://www.instagram.com/p/CV0Zt7fLte8/","https://www.instagram.com/p/CV0Zt7fLte8/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/252509033_1485317321854221_3849065680129654771_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=DirUyLmh7zsAX_EYr35&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT-IoAr9rG8mB5qBodYOEHwqWoGzC22yG5vMPNqeQNws8w&oe=628F1C7F",NA,"We’re nearing dangerous climate tipping points — and unless we change course quickly, the climate crisis will only accelerate faster. 🚨

We still have time to avoid many tipping points and prevent the worst of the climate crisis. But it’s going to take real climate action NOW. 

🔗 Go to bit.ly/Climate-Tipping-Points or the link in our bio to learn more!",NA,NA,NA,3.22
"217","Climate Reality","climatereality","284388","2021-11-01 11:19:21 EDT",2021-11-01,40761,"Photo",1913,1882,31,0,FALSE,"https://www.instagram.com/p/CVvO6T6Mz7F/","https://www.instagram.com/p/CVvO6T6Mz7F/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/251873284_904597573530480_7170924330984940783_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=kF0FfgC4xw0AX-xViL1&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT8p3qrrHVcpoi5Tm6ufhxeIzQi_ik7xi3hKuaQl2Yjx4w&oe=628E6483",NA,"The #BuildBackBetterAct would be the single most impactful piece of climate legislation in American history. 

It would put us on a path to cut US emissions 50% from 2005 levels this decade, create a clean energy revolution, and invest in real climate justice. 

Congress, it’s time to act.","The Build Back Better Act would be the single biggest climate investment in US history. IT MUST PASS.",NA,NA,1.12
"218","Climate Reality","climatereality","284059","2021-10-31 08:45:08 EDT",2021-10-31,31508,"Album",3210,3147,63,0,FALSE,"https://www.instagram.com/p/CVsYd4xNoYb/","https://www.instagram.com/p/CVsYd4xNoYb/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/250483923_120072417117262_3230599028240120385_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=t7_Gr0fZdz4AX8vc8q6&_nc_oc=AQkaNMhc_HPle8X2dM300gQOhpK_I5vziVC94JK2xyHO9pdwSWpzITENKYZtosPXT_M&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT9p3FwXtuIz0fDDz4rRrCTm4zeB2J59xMubzcS19onsuA&oe=628F8DF4",NA,"It’s the first day of #COP26, and all eyes are on Glasgow.",NA,NA,NA,1.65
"219","Climate Reality","climatereality","282963","2021-10-29 18:58:04 EDT",2021-10-29,68284,"Photo",2479,2465,14,0,FALSE,"https://www.instagram.com/p/CVoVBdjta_G/","https://www.instagram.com/p/CVoVBdjta_G/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/250157934_1227199674442923_3845553327095246929_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=1Z7bepzaHpUAX_WXoOB&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT-Xyz1WJ8fANNQsMggXvWLi1Rr--Ljj9sn3kwatSwXGeg&oe=62903A51",NA,"The time for empty promises and half-measures on climate is over. 

To actually stop rising temperatures, we have to cut fossil fuel emissions by over 50% no later than 2030. That means it’s time for our leaders to take REAL action for rapids emissions cuts, a just transition to clean energy, and restorative justice in climate financing — while we still can. 

#LetsGetReal #24HoursofReality","there is no NEXT TIME 24 Hours of Reality LET'S 'R GET REAL #LetsGetReal",NA,NA,1.45
"220","Climate Reality","climatereality","282963","2021-10-29 12:01:00 EDT",2021-10-29,43260,"Video",1159,1125,34,7802,FALSE,"https://www.instagram.com/tv/CVnlPLVtsvY/","https://www.instagram.com/tv/CVnlPLVtsvY/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/249325948_867262540623361_2219467657452167859_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=oiyn9zmjELIAX_1WHAP&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT-awOYGYiWh1HDkBOBF9peXbRnw1lpIEcoVUTC6STCEAw&oe=628F5C95",NA,"#COP26 must be our moment for climate action on a global scale. 

And as our founder and chairman @AlGore lays out, we need REAL action to solve the climate crisis and advance true justice — and we need it now!

Get involved at the link in our bio or at bit.ly/lets-get-REAL 🙌

#LetsGetReal",""" cannot wait any long",NA,NA,1.63
"221","Climate Reality","climatereality","282963","2021-10-29 10:11:39 EDT",2021-10-29,36699,"Photo",1501,1486,15,0,FALSE,"https://www.instagram.com/p/CVnYx6Hr_Wd/","https://www.instagram.com/p/CVnYx6Hr_Wd/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/249545148_395609848775299_1914268208307918334_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=5JzTX_Wro9wAX9gBtk0&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT-mdK65w8La9I_mBMOgZshC3dNA2Ym5zaOg0OB58VCSTA&oe=628EFF35",NA,"World leaders need to actually LEAD on climate. Will #COP26 be a cop-out, or the moment we get real on climate action?  

We’re watching and we’re demanding REAL concrete action for climate justice! #LetsGetReal","WHAT PART OF ""CODE RED ISN'T CLEAR? 24 Hours of Reality LET'S GET REAL #LetsGetReal",NA,NA,-1.14
"222","Climate Reality","climatereality","282963","2021-10-29 06:32:16 EDT",2021-10-29,23536,"Photo",2385,2361,24,0,FALSE,"https://www.instagram.com/p/CVm_rFkN9Yq/","https://www.instagram.com/p/CVm_rFkN9Yq/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/250353330_469680454367660_9015427601447788043_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=1LMCIbO6W7UAX-9Qifb&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT_ct5kSVJRCUrx74jmgZ9GC-byMFP-S8oIudqShdevPqw&oe=628EEF25",NA,"It's now or never. And we choose now.

Join us, and take climate action in your part of the world at the link in our bio or at bit.ly/lets-get-REAL.

#LetsGetReal","LATER IS TOO LATE. REAL CLIMATE ACTION NOW. #LetsGetReal 24 Hoursof Reality . TREAL",NA,NA,1.39
"223","Climate Reality","climatereality","282673","2021-10-28 19:13:29 EDT",2021-10-28,69209,"Album",2270,2240,30,0,FALSE,"https://www.instagram.com/p/CVlx_iyvdin/","https://www.instagram.com/p/CVlx_iyvdin/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/250522008_204412665101754_2754067333527104467_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=_BYNUM0MSGQAX_QD_96&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT8DDxgMkX_NKi5w6oDnVBxbLTUQxrB237kNzlZEhyRt2g&oe=628EAD79",NA,"World leaders are gathering for #COP26 to decide our future. Our message to them: It’s time to GET REAL on climate action.  
✅Cut fossil fuel emissions.  
✅Transition to clean energy.  
✅Help developing nations build green economies.  

It’s now or never. #LetsGetReal",NA,NA,NA,1.17
"224","Climate Reality","climatereality","282427","2021-10-27 16:28:07 EDT",2021-10-27,59287,"Photo",1047,1039,8,0,FALSE,"https://www.instagram.com/p/CVi6Rafsj7S/","https://www.instagram.com/p/CVi6Rafsj7S/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/249624870_2643503499278554_7370076562095965808_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=f06C08_idfIAX9n1LKO&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT8ilqEmdwDORf6OFap0qNU7S7EKlJYbykZJqb4Tp-yJsg&oe=628FCFAC",NA,"Real action means no more fossil fuels. No more pipelines. No more destruction. 

The ONLY path forward is a rapid, just transition to clean energy in every corner of the world. 

And in 2 days, our leaders will hear us demand it. Join us at bit.ly/lets-get-REAL or the link in our bio. 🔗

#LetsGetReal","2 days until 24 Hours of Reality: Let's Get Real CLEAN ENERGY. NOW 10/29 |24HoursfReaty.org 24 Hoursof Reality LET'S GET REAL",NA,NA,-1.64
"225","Climate Reality","climatereality","282212","2021-10-26 11:18:57 EDT",2021-10-26,40737,"Photo",3267,3236,31,0,FALSE,"https://www.instagram.com/p/CVfyGH5rH1f/","https://www.instagram.com/p/CVfyGH5rH1f/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/248569027_564639987956522_4247520846862194999_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=07gvFijtZ5YAX9CkLSB&_nc_oc=AQlHXvp53nrddwFKipiufpGto0BfdAF_mZMms9LZrnoRt3jdnWbGplgDxaetmjVQLaQ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT9nwHU7yTDk41-ubkgxYfA3AigVEujGSLuKT1XyfM4HDA&oe=628ED21E",NA,"We have no other choice. 🗣

If you’re ready to demand real action at #COP26 that changes course and prevents the worst of the climate crisis, join us 10/29 for our global day of action. Together, we’ll tell our leaders: #LetsGetReal. 

Go to the link in our bio to learn more and get involved.","THE CLIMATE IS CHANGING. sO MUST WE.",NA,NA,1.9
"226","Climate Reality","climatereality","281973","2021-10-25 12:45:19 EDT",2021-10-25,45919,"Photo",958,954,4,0,FALSE,"https://www.instagram.com/p/CVdXL24Aec6/","https://www.instagram.com/p/CVdXL24Aec6/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/248054927_420707716459072_750464106725709158_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=USTqf2NVzPIAX_o-Er6&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT_Vrl7vKjKQS3MurSZvQVXJo0SgBWOvFiRQPsejWfCOEg&oe=628FBCA3",NA,"The climate crisis is impacting us all — but not equally. We need real action for climate justice that prioritizes the frontline communities bearing the brunt of devastating climate impacts. 

On 10/29, we’re demanding it. Join us at bit.ly/lets-get-REAL or the link in our bio. 

#LetsGetReal","4 days until 24 Hours of Reality: Let's Get Real CLIMATE. JUSTICE. NOW. 24 10/29 24HoursOfReality.org Hours of Reality LET'S GET REAL",NA,NA,-1.79
"227","Climate Reality","climatereality","281323","2021-10-22 11:41:32 EDT",2021-10-22,42092,"Album",2910,2890,20,0,FALSE,"https://www.instagram.com/p/CVVhgFKNsZq/","https://www.instagram.com/p/CVVhgFKNsZq/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/247373951_1286962581775211_9222693124121173649_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=tfee-PNo7BkAX_WEep7&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT_R7l6iJjdkDr1tXg4eW2U7vIJPVJd7GtlhXyHc6rMynw&oe=628EACC1",NA,"🌏 At our virtual global training this month, thousands of climate advocates from around the world are hearing from some of the amazing leaders of this movement. To everyone sharing their knowledge at this training: thank you. 🙌 🙌

While registration for this training is closed, we can’t wait to host more trainings soon. Go to the link in our bio to sign up and be the first to hear when future trainings are open for registration! 🔗",NA,NA,NA,1.5
"228","Climate Reality","climatereality","280173","2021-10-20 11:45:20 EDT",2021-10-20,42320,"Video",1967,1941,26,10117,FALSE,"https://www.instagram.com/p/CVQYVUaNQIV/","https://www.instagram.com/p/CVQYVUaNQIV/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/246685621_4579025422155778_548556666466889744_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=VS74w0aRfYAAX9VuE0e&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT_B-dHKdjBreBIfPwOCcS84KFFX_pSts6KrmdYv4bdWVg&oe=628FC074",NA,"When you hear elected officials or fossil fuel lobbyists talk about the cost of real climate action, just remember: It’s nothing compared to the cost of NOT acting.","If Congress thinks it's too costly to act on climate just WAIT until they hear about the cost of inaction.",NA,NA,2.77
"229","Climate Reality","climatereality","279062","2021-10-18 11:56:28 EDT",2021-10-18,42988,"Photo",2910,2879,31,0,FALSE,"https://www.instagram.com/p/CVLQB6ILfH2/","https://www.instagram.com/p/CVLQB6ILfH2/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/246685558_402183981358156_456004666232645457_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=zHSu-gcLAWQAX_bjxMY&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT_bR7DsBNz7tgTwUrZw5mD4DKRawyjAVAwPAYCZt0de-w&oe=628F48A4",NA,"Real action means cutting greenhouse gas emissions NOW. 📣

Not over-relying on offsets. Not greenwashing. But a rapid, just transition off of fossil fuels. Because it’s time to stop pretending. 🚨

👉 Join our global day of action on 10/29 to demand real solutions and real action. Go to the link in our bio or 24HoursOfReality.org to learn more! 

#LetsGetReal #24HoursofReality","EMISSIONS MUST BE CUT, NOT COVERED UP 24 #LetsGetReal 10/29 24HoursOfReality.org Hours Reality",NA,NA,1.7
"230","Climate Reality","climatereality","278627","2021-10-16 11:45:35 EDT",2021-10-16,42335,"Photo",2007,1968,39,0,FALSE,"https://www.instagram.com/p/CVGFMhXrtk6/","https://www.instagram.com/p/CVGFMhXrtk6/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/246061531_931966417667784_4639722584170653374_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=f2UBjvmEe3EAX8bCkbf&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT80VyU77d4s6FVBo7f2yU68U84JomSylsDvR_XJrXWBRA&oe=629022FD",NA,"Today, the Climate Reality Leadership Corps Virtual Global Training kicks off, and we couldn’t be more excited. 🙌

With an all-star lineup of climate scientists, activists leading the movement, experts sharing their knowledge — and of course, our founder and chairman @AlGore — we’re thrilled to welcome thousands of attendees from all around the world. 

🔗 Registration for this training is closed, but we’re looking forward to hosting more in the near future. Go to the link in our bio to be the first to hear about future trainings!",NA,NA,NA,1.17
"231","Climate Reality","climatereality","278360","2021-10-14 11:17:10 EDT",2021-10-14,40630,"Photo",1387,1380,7,0,FALSE,"https://www.instagram.com/p/CVA4WlzLo7C/","https://www.instagram.com/p/CVA4WlzLo7C/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/245201337_274704767856723_8203451894741884090_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=FEatFNIIIt0AX8RS5XM&_nc_oc=AQlW5cAUU_CbOQFeMbrIyLcWTPfnnUHbVgN6_nVxFC2qIIYzetrEUzy0r5mH7mfrT2Q&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT9OyjJBkNK7A0E1P-vNY9mIBhhoUBedE3o__t-ubLhebw&oe=628FEE39",NA,"It’s a simple choice. But right now, Congress is deciding where it stands: with the people, or with polluting fossil fuel corporations. 

👉 Go to the link in our bio to contact your representatives and let them know that it’s time for real climate action that protects communities — not Big Polluters. ✊","PEOPLE OVER POLLUTERS",NA,NA,-1.24
"232","Climate Reality","climatereality","278079","2021-10-12 11:11:56 EDT",2021-10-12,40316,"Video",562,557,5,3096,FALSE,"https://www.instagram.com/p/CU7uEmFrMvo/","https://www.instagram.com/p/CU7uEmFrMvo/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/245690629_1928072260686875_4094443748768670113_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=UH4Uv9ecbZQAX-FrpAn&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT9oG67HjWemDO1X-blXPP-nKbvHS1piFnaU1-ke_-B70w&oe=628F866A",NA,"“Why do you want to poison us?” 

Formosa Plastics is trying to build a massive 14-facility petrochemical complex in the heart of Louisiana’s #CancerAlley — adding to the toxic pollution that already drives a death rate in the region 50 times higher than the national average.

@RISEStJames, led by Sharone Lavigne, is fighting back for environmental justice and a healthier future. We need to stand with them. ✊

🔗 Go to the link in our bio to tell @BankOfAmerica not to fund this devastating pollution in Cancer Alley. 🗣 Stop funding Formosa Plastics! 

#VoicesFromTheFenceline #PlasticJustice @peakplastic",NA,NA,NA,-1.27
"233","Climate Reality","climatereality","277745","2021-10-09 12:48:03 EDT",2021-10-09,46083,"Photo",2413,2386,27,0,FALSE,"https://www.instagram.com/p/CU0Kx33N_J0/","https://www.instagram.com/p/CU0Kx33N_J0/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/244772559_573987517269512_8596467723074151532_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=h6SQaByuO5EAX8A8koD&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT-3gsa14JpandVSaKwDkC9hriSGMbLoFN20Skj2wNR5RQ&oe=628FBFD0",NA,"This is what a crisis of inaction looks like. Not a single one of the world’s largest economies is doing enough to actually fulfill its #ParisAgreement commitments. 

☀️ But there’s reason for #ClimateHope: last month at the UN, world leaders from the US to Europe to China announced real climate action, like an end to overseas coal financing and increased investments for developing nations. 

It’s a start — and it must be followed with even more rapid and ambitious action at #COP26. Because we don’t have a second to wait. 💥","Not one G20 nation is on track to meet its Paris Agreement pledges. This is the cost of inaction. AND ENOUGH IS ENOUGH. Source:https://cnn.it/tvVRK7Q Source:",NA,NA,1.41
"234","Climate Reality","climatereality","277565","2021-10-07 11:41:43 EDT",2021-10-07,42103,"Photo",3603,3525,78,0,FALSE,"https://www.instagram.com/p/CUu5mP2Njll/","https://www.instagram.com/p/CUu5mP2Njll/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/244566288_1298876390552261_340992673479312712_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=0ah91kSW1zIAX9DbBXD&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT8u90idMeglUU67AkNyo0kjOzqa6ihfo0VBTmdzO43_XQ&oe=628EBE7D",NA,"We can do this! We just need to act.","WE CAN WE MUST AND WE WILL SOLVE THE CLIMATE CRISIS!",NA,NA,2.1
"235","Climate Reality","climatereality","277270","2021-10-05 10:18:57 EDT",2021-10-05,37137,"Photo",1852,1811,41,0,FALSE,"https://www.instagram.com/p/CUpmiYgtXIp/","https://www.instagram.com/p/CUpmiYgtXIp/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/244391279_651277145839788_3533427210262530983_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=0cIJMxOtrmcAX_t-qYc&_nc_oc=AQn8nXQ82hngCjW6GEOQ6EfnUC28hSsTMLu2o3JBPk8Vs5hy_-w0xJwCuXwqhttNNiw&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT8LwG0iTYvu3gHbBA6BYanhomJt9nh44uzJtTzGw1KbLg&oe=628F5515",NA,"Enough greenwashing. No more empty promises. It’s time to get REAL on climate. 

👉 Join our global day of action, 24 Hours of Reality: Let’s Get Real, on October 29. Together, we’ll demand our leaders seize the moment for real and decisive action on the climate crisis before it’s too late. 

🗣 Because our time is now, and only now. #LetsGetReal 

Are you ready to get real? Commit to taking climate action on 10/29 at the link in our bio! 🔗",NA,NA,NA,1.08
"236","Climate Reality","climatereality","277220","2021-10-04 11:38:44 EDT",2021-10-04,41924,"Album",3586,3556,30,0,FALSE,"https://www.instagram.com/p/CUnK3ydreqc/","https://www.instagram.com/p/CUnK3ydreqc/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/244298469_245795797485786_422666147309872701_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=gmxdpczfnZ4AX8qOFLC&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT9RBm0DH20xZneYcEkAYvWRBYtJ5HnhELu9TBI-GAOYbA&oe=628FB4A9",NA,"This is the world we’re leaving to the next generation. 

Today’s children are projected to see 7 TIMES more heatwaves due to the climate crisis. In sub-Saharan Africa, that figure is 54 TIMES. 

We need climate action, and we need it now. #ActOnClimate",NA,NA,NA,1.84
"237","Climate Reality","climatereality","277071","2021-10-02 11:59:52 EDT",2021-10-02,43192,"Photo",1373,1366,7,0,FALSE,"https://www.instagram.com/p/CUiDs19t25X/","https://www.instagram.com/p/CUiDs19t25X/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/244445004_1177345462756914_3140541973618792199_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=8A3biMTIKQAAX-jBuPA&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT8MSwnAPXu4APcIzPdUD0pNxI_Gfno69_wZbmfAW-7YFw&oe=628FF15C",NA,"Congress is deciding whether or not the #BuildBackBetter Act will be the climate bill we’ve been waiting for. 

We can’t be quiet — not now, with so much on the line. We’ve got to demand the climate action we need! Contact your representatives now at the link in our bio.","RIGHT NOW. CONGRESS COULD PASS THE MOST AMBITIOUS CLIMATE BILL IN AMERICAN HISTORY. OR NOT. up to us to demand Take action: bit.ly/Build-Back-Climate OCEANS RISE OVERFLOW SEE HOW THE ITANTR RIGH COULD BE INSPITE ITAINTNATU IT OF THE WAY THAT",NA,NA,-1.25
"238","Climate Reality","climatereality","276844","2021-09-30 11:11:40 EDT",2021-09-30,40300,"Photo",2577,2539,38,0,FALSE,"https://www.instagram.com/p/CUc0mArN2wv/","https://www.instagram.com/p/CUc0mArN2wv/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/243363703_363305881978514_4380265033167260134_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=lG9wgMMogSsAX_spIdJ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT-OLDdcJJBAIelzAj-ewtBJpIs3_qvvYUTi8AmBKl3EXw&oe=628E8F2F",NA,"Climate-driven wildfires poured BILLIONS of tons of CO2 into our atmosphere this summer — a record amount. 🔥 It’s the climate crisis, it’s here, and it’s only getting worse. 

This is why we need real action NOW. Go to the link in our bio to tell Congress this is the moment to go big on climate! 🔗",NA,NA,NA,1.5
"239","Climate Reality","climatereality","276660","2021-09-29 11:11:38 EDT",2021-09-29,40298,"Video",508,505,3,2929,FALSE,"https://www.instagram.com/p/CUaPyKioduI/","https://www.instagram.com/p/CUaPyKioduI/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/243250734_405323004331244_7174346787487490632_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=7z8ZSpnbcsEAX9yCPB-&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT8R-nPvGte2psR0GEJjwU7MtxuXODqV9e8o-QrcktsVjg&oe=629023F6",NA,"🚨 This is it. 🚨 Right now, Congress is finalizing a bill that could be the most important piece of climate legislation in American history. And we’ve got to let them know: we need to go BIG! 

🔗 Go to the link in our bio to tell Congress this is a make-or-break moment, and we need real action.","THIS IS A MAKE-OR- BREAK MOMENT FOR CLIMATE ACTION. LET'S GO BIG bit.ly/go-big-on-climate",NA,NA,-1.4
"240","Climate Reality","climatereality","276443","2021-09-27 11:51:58 EDT",2021-09-27,42718,"Photo",3421,3391,30,0,FALSE,"https://www.instagram.com/p/CUVK0owrht9/","https://www.instagram.com/p/CUVK0owrht9/","https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/243308515_234515131968235_6891520222093760206_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=2deJsKDAi_EAX8GWyy1&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT-X9N44w-hJ8GApEIrzZ3X3KAajRu5CtZ7QacNq4hKgJQ&oe=628F895C",NA,"We can’t wait a second longer. ⏰

If you agree, go to the link in our bio and tell your representatives in Congress that we need bold, transformative climate investments NOW!","The best time to act on climate was HLH decades ago. THERE WORL 1S NO EO'ENI Va PLANET D The second-best time is RIGHT NOW. treesp HOME now!",NA,NA,1.99
